office,candidate,party,county,votes,district
U.S. Senate,Totals,Total,Webster,17,N/A
U.S. Senate,Chambliss,R,Wheeler,1184,N/A
U.S. Senate,Martin,D,Wheeler,908,N/A
U.S. Senate,Totals,Total,Wheeler,31,N/A
U.S. Senate,Chambliss,R,White,7234,N/A
U.S. Senate,Martin,D,White,2676,N/A
U.S. Senate,Totals,Total,White,583,N/A
U.S. Senate,Chambliss,R,Whitfield,16805,N/A
U.S. Senate,Martin,D,Whitfield,8542,N/A
U.S. Senate,Totals,Total,Whitfield,1022,N/A
U.S. Senate,Chambliss,R,Wilcox,1778,N/A
U.S. Senate,Martin,D,Wilcox,1219,N/A
U.S. Senate,Totals,Total,Wilcox,48,N/A
U.S. Senate,Chambliss,R,Wilkes,2282,N/A
U.S. Senate,Martin,D,Wilkes,2252,N/A
U.S. Senate,Totals,Total,Wilkes,92,N/A
U.S. Senate,Chambliss,R,Wilkinson,1980,N/A
U.S. Senate,Martin,D,Wilkinson,2403,N/A
U.S. Senate,Totals,Total,Wilkinson,73,N/A
U.S. Senate,Chambliss,R,Worth,4906,N/A
U.S. Senate,Martin,D,Worth,2882,N/A
U.S. Senate,Totals,Total,Worth,225,N/A
Public Service Commission,McDonald,R,Appling,3574,District 4 - Northern
Public Service Commission,Powell,D,Appling,2218,District 4 - Northern
Public Service Commission,Totals,Total,Appling,169,District 4 - Northern
Public Service Commission,McDonald,R,Atkinson,1207,District 4 - Northern
Public Service Commission,Powell,D,Atkinson,1041,District 4 - Northern
Public Service Commission,Totals,Total,Atkinson,75,District 4 - Northern
Public Service Commission,McDonald,R,Bacon,2089,District 4 - Northern
Public Service Commission,Powell,D,Bacon,1019,District 4 - Northern
Public Service Commission,Totals,Total,Bacon,112,District 4 - Northern
Public Service Commission,McDonald,R,Baker,557,District 4 - Northern
Public Service Commission,Powell,D,Baker,835,District 4 - Northern
Public Service Commission,Totals,Total,Baker,49,District 4 - Northern
Public Service Commission,McDonald,R,Baldwin,6338,District 4 - Northern
Public Service Commission,Powell,D,Baldwin,8089,District 4 - Northern
Public Service Commission,Totals,Total,Baldwin,540,District 4 - Northern
Public Service Commission,McDonald,R,Banks,4314,District 4 - Northern
Public Service Commission,Powell,D,Banks,1297,District 4 - Northern
Public Service Commission,Totals,Total,Banks,290,District 4 - Northern
Public Service Commission,McDonald,R,Barrow,15048,District 4 - Northern
Public Service Commission,Powell,D,Barrow,6484,District 4 - Northern
Public Service Commission,Totals,Total,Barrow,1658,District 4 - Northern
Public Service Commission,McDonald,R,Bartow,21382,District 4 - Northern
Public Service Commission,Powell,D,Bartow,10352,District 4 - Northern
Public Service Commission,Totals,Total,Bartow,1987,District 4 - Northern
Public Service Commission,McDonald,R,Ben hill,2547,District 4 - Northern
Public Service Commission,Powell,D,Ben hill,2841,District 4 - Northern
Public Service Commission,Totals,Total,Ben hill,146,District 4 - Northern
Public Service Commission,McDonald,R,Berrien,3488,District 4 - Northern
Public Service Commission,Powell,D,Berrien,2095,District 4 - Northern
Public Service Commission,Totals,Total,Berrien,239,District 4 - Northern
Public Service Commission,McDonald,R,Bibb,22729,District 4 - Northern
Public Service Commission,Powell,D,Bibb,36032,District 4 - Northern
Public Service Commission,Totals,Total,Bibb,1892,District 4 - Northern
Public Service Commission,McDonald,R,Bleckley,2545,District 4 - Northern
Public Service Commission,Powell,D,Bleckley,1687,District 4 - Northern
Public Service Commission,Totals,Total,Bleckley,126,District 4 - Northern
Public Service Commission,McDonald,R,Brantley,3471,District 4 - Northern
Public Service Commission,Powell,D,Brantley,1753,District 4 - Northern
Public Service Commission,Totals,Total,Brantley,217,District 4 - Northern
Public Service Commission,McDonald,R,Brooks,2645,District 4 - Northern
Public Service Commission,Powell,D,Brooks,2543,District 4 - Northern
Public Service Commission,Totals,Total,Brooks,175,District 4 - Northern
Public Service Commission,McDonald,R,Bryan,7635,District 4 - Northern
Public Service Commission,Powell,D,Bryan,3555,District 4 - Northern
Public Service Commission,Totals,Total,Bryan,515,District 4 - Northern
Public Service Commission,McDonald,R,Bulloch,11984,District 4 - Northern
Public Service Commission,Powell,D,Bulloch,9145,District 4 - Northern
Public Service Commission,Totals,Total,Bulloch,776,District 4 - Northern
Public Service Commission,McDonald,R,Burke,3453,District 4 - Northern
Public Service Commission,Powell,D,Burke,5104,District 4 - Northern
Public Service Commission,Totals,Total,Burke,191,District 4 - Northern
Public Service Commission,McDonald,R,Butts,4876,District 4 - Northern
Public Service Commission,Powell,D,Butts,3152,District 4 - Northern
Public Service Commission,Totals,Total,Butts,410,District 4 - Northern
Public Service Commission,McDonald,R,Calhoun,665,District 4 - Northern
Public Service Commission,Powell,D,Calhoun,1346,District 4 - Northern
Public Service Commission,Totals,Total,Calhoun,31,District 4 - Northern
Public Service Commission,McDonald,R,Camden,9507,District 4 - Northern
Public Service Commission,Powell,D,Camden,6035,District 4 - Northern
Public Service Commission,Totals,Total,Camden,0,District 4 - Northern
Public Service Commission,McDonald,R,Candler,1661,District 4 - Northern
Public Service Commission,Powell,D,Candler,1290,District 4 - Northern
Public Service Commission,Totals,Total,Candler,83,District 4 - Northern
Public Service Commission,McDonald,R,Carroll,23883,District 4 - Northern
Public Service Commission,Powell,D,Carroll,14449,District 4 - Northern
Public Service Commission,Totals,Total,Carroll,2147,District 4 - Northern
Public Service Commission,McDonald,R,Catoosa,14840,District 4 - Northern
Public Service Commission,Powell,D,Catoosa,6745,District 4 - Northern
Public Service Commission,Totals,Total,Catoosa,927,District 4 - Northern
Public Service Commission,McDonald,R,Charlton,1844,District 4 - Northern
Public Service Commission,Powell,D,Charlton,1251,District 4 - Northern
Public Service Commission,Totals,Total,Charlton,102,District 4 - Northern
Public Service Commission,McDonald,R,Chatham,40478,District 4 - Northern
Public Service Commission,Powell,D,Chatham,55807,District 4 - Northern
Public Service Commission,Totals,Total,Chatham,4007,District 4 - Northern
Public Service Commission,McDonald,R,Chattahoochee,621,District 4 - Northern
Public Service Commission,Powell,D,Chattahoochee,785,District 4 - Northern
Public Service Commission,Totals,Total,Chattahoochee,47,District 4 - Northern
Public Service Commission,McDonald,R,Chattooga,3787,District 4 - Northern
Public Service Commission,Powell,D,Chattooga,3521,District 4 - Northern
Public Service Commission,Totals,Total,Chattooga,309,District 4 - Northern
Public Service Commission,McDonald,R,Cherokee,59871,District 4 - Northern
Public Service Commission,Powell,D,Cherokee,20829,District 4 - Northern
Public Service Commission,Totals,Total,Cherokee,7210,District 4 - Northern
Public Service Commission,McDonald,R,Clarke,13292,District 4 - Northern
Public Service Commission,Powell,D,Clarke,25298,District 4 - Northern
Public Service Commission,Totals,Total,Clarke,2792,District 4 - Northern
Public Service Commission,McDonald,R,Clay,426,District 4 - Northern
Public Service Commission,Powell,D,Clay,812,District 4 - Northern
Public Service Commission,Totals,Total,Clay,30,District 4 - Northern
Public Service Commission,McDonald,R,Clayton,13811,District 4 - Northern
Public Service Commission,Powell,D,Clayton,76045,District 4 - Northern
Public Service Commission,Totals,Total,Clayton,2944,District 4 - Northern
Public Service Commission,McDonald,R,Clinch,978,District 4 - Northern
Public Service Commission,Powell,D,Clinch,1105,District 4 - Northern
Public Service Commission,Totals,Total,Clinch,89,District 4 - Northern
Public Service Commission,McDonald,R,Cobb,148332,District 4 - Northern
Public Service Commission,Powell,D,Cobb,126705,District 4 - Northern
Public Service Commission,Totals,Total,Cobb,19178,District 4 - Northern
Public Service Commission,McDonald,R,Coffee,6299,District 4 - Northern
Public Service Commission,Powell,D,Coffee,5083,District 4 - Northern
Public Service Commission,Totals,Total,Coffee,370,District 4 - Northern
Public Service Commission,McDonald,R,Colquitt,7218,District 4 - Northern
Public Service Commission,Powell,D,Colquitt,4508,District 4 - Northern
Public Service Commission,Totals,Total,Colquitt,373,District 4 - Northern
Public Service Commission,McDonald,R,Columbia,34793,District 4 - Northern
Public Service Commission,Powell,D,Columbia,15017,District 4 - Northern
Public Service Commission,Totals,Total,Columbia,2027,District 4 - Northern
Public Service Commission,McDonald,R,Cook,2658,District 4 - Northern
Public Service Commission,Powell,D,Cook,2481,District 4 - Northern
Public Service Commission,Totals,Total,Cook,161,District 4 - Northern
Public Service Commission,McDonald,R,Coweta,32223,District 4 - Northern
Public Service Commission,Powell,D,Coweta,15098,District 4 - Northern
Public Service Commission,Totals,Total,Coweta,2721,District 4 - Northern
Public Service Commission,McDonald,R,Crawford,2596,District 4 - Northern
Public Service Commission,Powell,D,Crawford,1944,District 4 - Northern
Public Service Commission,Totals,Total,Crawford,199,District 4 - Northern
Public Service Commission,McDonald,R,Crisp,3476,District 4 - Northern
Public Service Commission,Powell,D,Crisp,2938,District 4 - Northern
Public Service Commission,Totals,Total,Crisp,169,District 4 - Northern
Public Service Commission,McDonald,R,Dade,3446,District 4 - Northern
Public Service Commission,Powell,D,Dade,1851,District 4 - Northern
Public Service Commission,Totals,Total,Dade,304,District 4 - Northern
Public Service Commission,McDonald,R,Dawson,6928,District 4 - Northern
Public Service Commission,Powell,D,Dawson,1682,District 4 - Northern
Public Service Commission,Totals,Total,Dawson,769,District 4 - Northern
Public Service Commission,McDonald,R,Decatur,4782,District 4 - Northern
Public Service Commission,Powell,D,Decatur,4325,District 4 - Northern
Public Service Commission,Totals,Total,Decatur,219,District 4 - Northern
Public Service Commission,McDonald,R,Dekalb,55635,District 4 - Northern
Public Service Commission,Powell,D,Dekalb,226240,District 4 - Northern
Public Service Commission,Totals,Total,Dekalb,14784,District 4 - Northern
Public Service Commission,McDonald,R,Dodge,3546,District 4 - Northern
Public Service Commission,Powell,D,Dodge,3105,District 4 - Northern
Public Service Commission,Totals,Total,Dodge,200,District 4 - Northern
Public Service Commission,McDonald,R,Dooly,1482,District 4 - Northern
Public Service Commission,Powell,D,Dooly,1983,District 4 - Northern
Public Service Commission,Totals,Total,Dooly,83,District 4 - Northern
Public Service Commission,McDonald,R,Dougherty,10774,District 4 - Northern
Public Service Commission,Powell,D,Dougherty,24441,District 4 - Northern
Public Service Commission,Totals,Total,Dougherty,818,District 4 - Northern
Public Service Commission,McDonald,R,Douglas,23445,District 4 - Northern
Public Service Commission,Powell,D,Douglas,26295,District 4 - Northern
Public Service Commission,Totals,Total,Douglas,2399,District 4 - Northern
Public Service Commission,McDonald,R,Early,2062,District 4 - Northern
Public Service Commission,Powell,D,Early,2604,District 4 - Northern
Public Service Commission,Totals,Total,Early,95,District 4 - Northern
Public Service Commission,McDonald,R,Echols,576,District 4 - Northern
Public Service Commission,Powell,D,Echols,365,District 4 - Northern
Public Service Commission,Totals,Total,Echols,40,District 4 - Northern
Public Service Commission,McDonald,R,Effingham,12777,District 4 - Northern
Public Service Commission,Powell,D,Effingham,5074,District 4 - Northern
Public Service Commission,Totals,Total,Effingham,716,District 4 - Northern
Public Service Commission,McDonald,R,Elbert,3808,District 4 - Northern
Public Service Commission,Powell,D,Elbert,3520,District 4 - Northern
Public Service Commission,Totals,Total,Elbert,227,District 4 - Northern
Public Service Commission,McDonald,R,Emanuel,3729,District 4 - Northern
Public Service Commission,Powell,D,Emanuel,3291,District 4 - Northern
Public Service Commission,Totals,Total,Emanuel,189,District 4 - Northern
Public Service Commission,McDonald,R,Evans,1865,District 4 - Northern
Public Service Commission,Powell,D,Evans,1482,District 4 - Northern
Public Service Commission,Totals,Total,Evans,78,District 4 - Northern
Public Service Commission,McDonald,R,Fannin,5863,District 4 - Northern
Public Service Commission,Powell,D,Fannin,2956,District 4 - Northern
Public Service Commission,Totals,Total,Fannin,574,District 4 - Northern
Public Service Commission,McDonald,R,Fayette,33105,District 4 - Northern
Public Service Commission,Powell,D,Fayette,18662,District 4 - Northern
Public Service Commission,Totals,Total,Fayette,3341,District 4 - Northern
Public Service Commission,McDonald,R,Floyd,17515,District 4 - Northern
Public Service Commission,Powell,D,Floyd,12631,District 4 - Northern
Public Service Commission,Totals,Total,Floyd,1361,District 4 - Northern
Public Service Commission,McDonald,R,Forsyth,52211,District 4 - Northern
Public Service Commission,Powell,D,Forsyth,13690,District 4 - Northern
Public Service Commission,Totals,Total,Forsyth,5508,District 4 - Northern
Public Service Commission,McDonald,R,Franklin,4408,District 4 - Northern
Public Service Commission,Powell,D,Franklin,2893,District 4 - Northern
Public Service Commission,Totals,Total,Franklin,325,District 4 - Northern
Public Service Commission,McDonald,R,Fulton,116507,District 4 - Northern
Public Service Commission,Powell,D,Fulton,236390,District 4 - Northern
Public Service Commission,Totals,Total,Fulton,19717,District 4 - Northern
Public Service Commission,McDonald,R,Gilmer,6494,District 4 - Northern
Public Service Commission,Powell,D,Gilmer,2850,District 4 - Northern
Public Service Commission,Totals,Total,Gilmer,673,District 4 - Northern
Public Service Commission,McDonald,R,Glascock,734,District 4 - Northern
Public Service Commission,Powell,D,Glascock,398,District 4 - Northern
Public Service Commission,Totals,Total,Glascock,38,District 4 - Northern
Public Service Commission,McDonald,R,Glynn,18002,District 4 - Northern
Public Service Commission,Powell,D,Glynn,11341,District 4 - Northern
Public Service Commission,Totals,Total,Glynn,1222,District 4 - Northern
Public Service Commission,McDonald,R,Gordon,9802,District 4 - Northern
Public Service Commission,Powell,D,Gordon,4973,District 4 - Northern
Public Service Commission,Totals,Total,Gordon,824,District 4 - Northern
Public Service Commission,McDonald,R,Grady,4518,District 4 - Northern
Public Service Commission,Powell,D,Grady,3604,District 4 - Northern
Public Service Commission,Totals,Total,Grady,229,District 4 - Northern
Public Service Commission,McDonald,R,Greene,3857,District 4 - Northern
Public Service Commission,Powell,D,Greene,3129,District 4 - Northern
Public Service Commission,Totals,Total,Greene,285,District 4 - Northern
Public Service Commission,McDonald,R,Gwinnett,136871,District 4 - Northern
Public Service Commission,Powell,D,Gwinnett,118190,District 4 - Northern
Public Service Commission,Totals,Total,Gwinnett,18350,District 4 - Northern
Public Service Commission,McDonald,R,Habersham,9840,District 4 - Northern
Public Service Commission,Powell,D,Habersham,3274,District 4 - Northern
Public Service Commission,Totals,Total,Habersham,655,District 4 - Northern
Public Service Commission,McDonald,R,Hall,38621,District 4 - Northern
Public Service Commission,Powell,D,Hall,14215,District 4 - Northern
Public Service Commission,Totals,Total,Hall,3614,District 4 - Northern
Public Service Commission,McDonald,R,Hancock,668,District 4 - Northern
Public Service Commission,Powell,D,Hancock,3061,District 4 - Northern
Public Service Commission,Totals,Total,Hancock,69,District 4 - Northern
Public Service Commission,McDonald,R,Haralson,6732,District 4 - Northern
Public Service Commission,Powell,D,Haralson,3016,District 4 - Northern
Public Service Commission,Totals,Total,Haralson,597,District 4 - Northern
Public Service Commission,McDonald,R,Harris,9231,District 4 - Northern
Public Service Commission,Powell,D,Harris,4097,District 4 - Northern
Public Service Commission,Totals,Total,Harris,485,District 4 - Northern
Public Service Commission,McDonald,R,Hart,4642,District 4 - Northern
Public Service Commission,Powell,D,Hart,3981,District 4 - Northern
Public Service Commission,Totals,Total,Hart,359,District 4 - Northern
Public Service Commission,McDonald,R,Heard,2358,District 4 - Northern
Public Service Commission,Powell,D,Heard,1282,District 4 - Northern
Public Service Commission,Totals,Total,Heard,157,District 4 - Northern
Public Service Commission,McDonald,R,Henry,40284,District 4 - Northern
Public Service Commission,Powell,D,Henry,38454,District 4 - Northern
Public Service Commission,Totals,Total,Henry,4386,District 4 - Northern
Public Service Commission,McDonald,R,Houston,28559,District 4 - Northern
Public Service Commission,Powell,D,Houston,21243,District 4 - Northern
Public Service Commission,Totals,Total,Houston,1966,District 4 - Northern
Public Service Commission,McDonald,R,Irwin,1819,District 4 - Northern
Public Service Commission,Powell,D,Irwin,1546,District 4 - Northern
Public Service Commission,Totals,Total,Irwin,81,District 4 - Northern
Public Service Commission,McDonald,R,Jackson,15633,District 4 - Northern
Public Service Commission,Powell,D,Jackson,4812,District 4 - Northern
Public Service Commission,Totals,Total,Jackson,1407,District 4 - Northern
Public Service Commission,McDonald,R,Jasper,3120,District 4 - Northern
Public Service Commission,Powell,D,Jasper,2024,District 4 - Northern
Public Service Commission,Totals,Total,Jasper,264,District 4 - Northern
Public Service Commission,McDonald,R,Jeff davis,2497,District 4 - Northern
Public Service Commission,Powell,D,Jeff davis,1711,District 4 - Northern
Public Service Commission,Totals,Total,Jeff davis,152,District 4 - Northern
Public Service Commission,McDonald,R,Jefferson,2261,District 4 - Northern
Public Service Commission,Powell,D,Jefferson,4025,District 4 - Northern
Public Service Commission,Totals,Total,Jefferson,110,District 4 - Northern
Public Service Commission,McDonald,R,Jenkins,1283,District 4 - Northern
Public Service Commission,Powell,D,Jenkins,1709,District 4 - Northern
Public Service Commission,Totals,Total,Jenkins,69,District 4 - Northern
Public Service Commission,McDonald,R,Johnson,1706,District 4 - Northern
Public Service Commission,Powell,D,Johnson,1419,District 4 - Northern
Public Service Commission,Totals,Total,Johnson,82,District 4 - Northern
Public Service Commission,McDonald,R,Jones,6259,District 4 - Northern
Public Service Commission,Powell,D,Jones,4815,District 4 - Northern
Public Service Commission,Totals,Total,Jones,430,District 4 - Northern
Public Service Commission,McDonald,R,Lamar,3956,District 4 - Northern
Public Service Commission,Powell,D,Lamar,2874,District 4 - Northern
Public Service Commission,Totals,Total,Lamar,273,District 4 - Northern
Public Service Commission,McDonald,R,Lanier,1215,District 4 - Northern
Public Service Commission,Powell,D,Lanier,1225,District 4 - Northern
Public Service Commission,Totals,Total,Lanier,70,District 4 - Northern
Public Service Commission,McDonald,R,Laurens,9236,District 4 - Northern
Public Service Commission,Powell,D,Laurens,7973,District 4 - Northern
Public Service Commission,Totals,Total,Laurens,495,District 4 - Northern
Public Service Commission,McDonald,R,Lee,8498,District 4 - Northern
Public Service Commission,Powell,D,Lee,3464,District 4 - Northern
Public Service Commission,Totals,Total,Lee,354,District 4 - Northern
Public Service Commission,McDonald,R,Liberty,4643,District 4 - Northern
Public Service Commission,Powell,D,Liberty,9649,District 4 - Northern
Public Service Commission,Totals,Total,Liberty,469,District 4 - Northern
Public Service Commission,McDonald,R,Lincoln,2069,District 4 - Northern
Public Service Commission,Powell,D,Lincoln,1746,District 4 - Northern
Public Service Commission,Totals,Total,Lincoln,110,District 4 - Northern
Public Service Commission,McDonald,R,Long,1472,District 4 - Northern
Public Service Commission,Powell,D,Long,1415,District 4 - Northern
Public Service Commission,Totals,Total,Long,113,District 4 - Northern
Public Service Commission,McDonald,R,Lowndes,17022,District 4 - Northern
Public Service Commission,Powell,D,Lowndes,17484,District 4 - Northern
Public Service Commission,Totals,Total,Lowndes,1083,District 4 - Northern
Public Service Commission,McDonald,R,Lumpkin,6669,District 4 - Northern
Public Service Commission,Powell,D,Lumpkin,2718,District 4 - Northern
Public Service Commission,Totals,Total,Lumpkin,775,District 4 - Northern
Public Service Commission,McDonald,R,Macon,1363,District 4 - Northern
Public Service Commission,Powell,D,Macon,2805,District 4 - Northern
Public Service Commission,Totals,Total,Macon,110,District 4 - Northern
Public Service Commission,McDonald,R,Madison,6529,District 4 - Northern
Public Service Commission,Powell,D,Madison,3392,District 4 - Northern
Public Service Commission,Totals,Total,Madison,514,District 4 - Northern
Public Service Commission,McDonald,R,Marion,1276,District 4 - Northern
Public Service Commission,Powell,D,Marion,1495,District 4 - Northern
Public Service Commission,Totals,Total,Marion,101,District 4 - Northern
Public Service Commission,McDonald,R,Mcduffie,4576,District 4 - Northern
Public Service Commission,Powell,D,Mcduffie,3945,District 4 - Northern
Public Service Commission,Totals,Total,Mcduffie,220,District 4 - Northern
Public Service Commission,McDonald,R,Mcintosh,2592,District 4 - Northern
Public Service Commission,Powell,D,Mcintosh,2799,District 4 - Northern
Public Service Commission,Totals,Total,Mcintosh,161,District 4 - Northern
Public Service Commission,McDonald,R,Meriwether,4076,District 4 - Northern
Public Service Commission,Powell,D,Meriwether,4357,District 4 - Northern
Public Service Commission,Totals,Total,Meriwether,327,District 4 - Northern
Public Service Commission,McDonald,R,Miller,1306,District 4 - Northern
Public Service Commission,Powell,D,Miller,890,District 4 - Northern
Public Service Commission,Totals,Total,Miller,70,District 4 - Northern
Public Service Commission,McDonald,R,Mitchell,3343,District 4 - Northern
Public Service Commission,Powell,D,Mitchell,4119,District 4 - Northern
Public Service Commission,Totals,Total,Mitchell,141,District 4 - Northern
Public Service Commission,McDonald,R,Monroe,6590,District 4 - Northern
Public Service Commission,Powell,D,Monroe,4285,District 4 - Northern
Public Service Commission,Totals,Total,Monroe,446,District 4 - Northern
Public Service Commission,McDonald,R,Montgomery,1839,District 4 - Northern
Public Service Commission,Powell,D,Montgomery,1190,District 4 - Northern
Public Service Commission,Totals,Total,Montgomery,97,District 4 - Northern
Public Service Commission,McDonald,R,Morgan,5034,District 4 - Northern
Public Service Commission,Powell,D,Morgan,2960,District 4 - Northern
Public Service Commission,Totals,Total,Morgan,425,District 4 - Northern
Public Service Commission,McDonald,R,Murray,5719,District 4 - Northern
Public Service Commission,Powell,D,Murray,3884,District 4 - Northern
Public Service Commission,Totals,Total,Murray,495,District 4 - Northern
Public Service Commission,McDonald,R,Muscogee,25544,District 4 - Northern
Public Service Commission,Powell,D,Muscogee,40572,District 4 - Northern
Public Service Commission,Totals,Total,Muscogee,1966,District 4 - Northern
Public Service Commission,McDonald,R,Newton,17380,District 4 - Northern
Public Service Commission,Powell,D,Newton,19893,District 4 - Northern
Public Service Commission,Totals,Total,Newton,1825,District 4 - Northern
Public Service Commission,McDonald,R,Oconee,10638,District 4 - Northern
Public Service Commission,Powell,D,Oconee,4327,District 4 - Northern
Public Service Commission,Totals,Total,Oconee,948,District 4 - Northern
Public Service Commission,McDonald,R,Oglethorpe,3385,District 4 - Northern
Public Service Commission,Powell,D,Oglethorpe,2211,District 4 - Northern
Public Service Commission,Totals,Total,Oglethorpe,277,District 4 - Northern
Public Service Commission,McDonald,R,Paulding,33208,District 4 - Northern
Public Service Commission,Powell,D,Paulding,17236,District 4 - Northern
Public Service Commission,Totals,Total,Paulding,3210,District 4 - Northern
Public Service Commission,McDonald,R,Peach,4257,District 4 - Northern
Public Service Commission,Powell,D,Peach,5731,District 4 - Northern
Public Service Commission,Totals,Total,Peach,308,District 4 - Northern
Public Service Commission,McDonald,R,Pickens,8022,District 4 - Northern
Public Service Commission,Powell,D,Pickens,2821,District 4 - Northern
Public Service Commission,Totals,Total,Pickens,846,District 4 - Northern
Public Service Commission,McDonald,R,Pierce,4353,District 4 - Northern
Public Service Commission,Powell,D,Pierce,1509,District 4 - Northern
Public Service Commission,Totals,Total,Pierce,153,District 4 - Northern
Public Service Commission,McDonald,R,Pike,5411,District 4 - Northern
Public Service Commission,Powell,D,Pike,1755,District 4 - Northern
Public Service Commission,Totals,Total,Pike,419,District 4 - Northern
Public Service Commission,McDonald,R,Polk,7314,District 4 - Northern
Public Service Commission,Powell,D,Polk,4997,District 4 - Northern
Public Service Commission,Totals,Total,Polk,607,District 4 - Northern
Public Service Commission,McDonald,R,Pulaski,1837,District 4 - Northern
Public Service Commission,Powell,D,Pulaski,1479,District 4 - Northern
Public Service Commission,Totals,Total,Pulaski,122,District 4 - Northern
Public Service Commission,McDonald,R,Putnam,4982,District 4 - Northern
Public Service Commission,Powell,D,Putnam,3044,District 4 - Northern
Public Service Commission,Totals,Total,Putnam,346,District 4 - Northern
Public Service Commission,McDonald,R,Quitman,355,District 4 - Northern
Public Service Commission,Powell,D,Quitman,537,District 4 - Northern
Public Service Commission,Totals,Total,Quitman,26,District 4 - Northern
Public Service Commission,McDonald,R,Rabun,4063,District 4 - Northern
Public Service Commission,Powell,D,Rabun,2296,District 4 - Northern
Public Service Commission,Totals,Total,Rabun,405,District 4 - Northern
Public Service Commission,McDonald,R,Randolph,1086,District 4 - Northern
Public Service Commission,Powell,D,Randolph,1678,District 4 - Northern
Public Service Commission,Totals,Total,Randolph,46,District 4 - Northern
Public Service Commission,McDonald,R,Richmond,22443,District 4 - Northern
Public Service Commission,Powell,D,Richmond,48681,District 4 - Northern
Public Service Commission,Totals,Total,Richmond,2119,District 4 - Northern
Public Service Commission,McDonald,R,Rockdale,14652,District 4 - Northern
Public Service Commission,Powell,D,Rockdale,19235,District 4 - Northern
Public Service Commission,Totals,Total,Rockdale,1761,District 4 - Northern
Public Service Commission,McDonald,R,Schley,968,District 4 - Northern
Public Service Commission,Powell,D,Schley,511,District 4 - Northern
Public Service Commission,Totals,Total,Schley,39,District 4 - Northern
Public Service Commission,McDonald,R,Screven,2454,District 4 - Northern
Public Service Commission,Powell,D,Screven,3141,District 4 - Northern
Public Service Commission,Totals,Total,Screven,135,District 4 - Northern
Public Service Commission,McDonald,R,Seminole,1627,District 4 - Northern
Public Service Commission,Powell,D,Seminole,1795,District 4 - Northern
Public Service Commission,Totals,Total,Seminole,97,District 4 - Northern
Public Service Commission,McDonald,R,Spalding,12344,District 4 - Northern
Public Service Commission,Powell,D,Spalding,9853,District 4 - Northern
Public Service Commission,Totals,Total,Spalding,1057,District 4 - Northern
Public Service Commission,McDonald,R,Stephens,5779,District 4 - Northern
Public Service Commission,Powell,D,Stephens,3477,District 4 - Northern
Public Service Commission,Totals,Total,Stephens,336,District 4 - Northern
Public Service Commission,McDonald,R,Stewart,563,District 4 - Northern
Public Service Commission,Powell,D,Stewart,1078,District 4 - Northern
Public Service Commission,Totals,Total,Stewart,38,District 4 - Northern
Public Service Commission,McDonald,R,Sumter,4555,District 4 - Northern
Public Service Commission,Powell,D,Sumter,6083,District 4 - Northern
Public Service Commission,Totals,Total,Sumter,270,District 4 - Northern
Public Service Commission,McDonald,R,Talbot,1040,District 4 - Northern
Public Service Commission,Powell,D,Talbot,2042,District 4 - Northern
Public Service Commission,Totals,Total,Talbot,87,District 4 - Northern
Public Service Commission,McDonald,R,Taliaferro,262,District 4 - Northern
Public Service Commission,Powell,D,Taliaferro,552,District 4 - Northern
Public Service Commission,Totals,Total,Taliaferro,23,District 4 - Northern
Public Service Commission,McDonald,R,Tattnall,3410,District 4 - Northern
Public Service Commission,Powell,D,Tattnall,2162,District 4 - Northern
Public Service Commission,Totals,Total,Tattnall,179,District 4 - Northern
Public Service Commission,McDonald,R,Taylor,1576,District 4 - Northern
Public Service Commission,Powell,D,Taylor,1594,District 4 - Northern
Public Service Commission,Totals,Total,Taylor,73,District 4 - Northern
Public Service Commission,McDonald,R,Telfair,1649,District 4 - Northern
Public Service Commission,Powell,D,Telfair,2163,District 4 - Northern
Public Service Commission,Totals,Total,Telfair,72,District 4 - Northern
Public Service Commission,McDonald,R,Terrell,1552,District 4 - Northern
Public Service Commission,Powell,D,Terrell,2370,District 4 - Northern
Public Service Commission,Totals,Total,Terrell,81,District 4 - Northern
Public Service Commission,McDonald,R,Thomas,8882,District 4 - Northern
Public Service Commission,Powell,D,Thomas,7410,District 4 - Northern
Public Service Commission,Totals,Total,Thomas,439,District 4 - Northern
Public Service Commission,McDonald,R,Tift,7525,District 4 - Northern
Public Service Commission,Powell,D,Tift,4956,District 4 - Northern
Public Service Commission,Totals,Total,Tift,347,District 4 - Northern
Public Service Commission,McDonald,R,Toombs,5106,District 4 - Northern
Public Service Commission,Powell,D,Toombs,3073,District 4 - Northern
Public Service Commission,Totals,Total,Toombs,293,District 4 - Northern
Public Service Commission,McDonald,R,Towns,3241,District 4 - Northern
Public Service Commission,Powell,D,Towns,1760,District 4 - Northern
Public Service Commission,Totals,Total,Towns,180,District 4 - Northern
Public Service Commission,McDonald,R,Treutlen,1271,District 4 - Northern
Public Service Commission,Powell,D,Treutlen,1201,District 4 - Northern
Public Service Commission,Totals,Total,Treutlen,63,District 4 - Northern
Public Service Commission,McDonald,R,Troup,13362,District 4 - Northern
Public Service Commission,Powell,D,Troup,9974,District 4 - Northern
Public Service Commission,Totals,Total,Troup,834,District 4 - Northern
Public Service Commission,McDonald,R,Turner,1413,District 4 - Northern
Public Service Commission,Powell,D,Turner,1637,District 4 - Northern
Public Service Commission,Totals,Total,Turner,102,District 4 - Northern
