county,office,district,party,candidate,votes,election_day,absentee,early_voting,provisional
Treutlen,President,,REP,CHRIS CHRISTIE,1,0,0,1,0
Troup,President,,REP,CHRIS CHRISTIE,20,12,3,5,0
Turner,President,,REP,CHRIS CHRISTIE,2,1,0,1,0
Twiggs,President,,REP,CHRIS CHRISTIE,1,1,0,0,0
Union,President,,REP,CHRIS CHRISTIE,6,5,0,1,0
Upson,President,,REP,CHRIS CHRISTIE,5,2,0,3,0
Walker,President,,REP,CHRIS CHRISTIE,17,8,0,9,0
Walton,President,,REP,CHRIS CHRISTIE,18,13,1,4,0
Ware,President,,REP,CHRIS CHRISTIE,4,3,0,1,0
Warren,President,,REP,CHRIS CHRISTIE,1,1,0,0,0
Washington,President,,REP,CHRIS CHRISTIE,4,3,0,1,0
Wayne,President,,REP,CHRIS CHRISTIE,5,3,2,0,0
Webster,President,,REP,CHRIS CHRISTIE,3,2,0,1,0
Wheeler,President,,REP,CHRIS CHRISTIE,1,1,0,0,0
White,President,,REP,CHRIS CHRISTIE,7,6,1,0,0
Whitfield,President,,REP,CHRIS CHRISTIE,10,8,1,1,0
Wilcox,President,,REP,CHRIS CHRISTIE,2,2,0,0,0
Wilkes,President,,REP,CHRIS CHRISTIE,2,2,0,0,0
Wilkinson,President,,REP,CHRIS CHRISTIE,1,1,0,0,0
Worth,President,,REP,CHRIS CHRISTIE,5,5,0,0,0
,President,,REP,TED CRUZ,305847,252082,4609,48484,672
Appling,President,,REP,TED CRUZ,914,800,32,82,0
Atkinson,President,,REP,TED CRUZ,183,152,3,28,0
Bacon,President,,REP,TED CRUZ,341,290,2,49,0
Baker,President,,REP,TED CRUZ,87,77,3,7,0
Baldwin,President,,REP,TED CRUZ,883,749,14,117,3
Banks,President,,REP,TED CRUZ,1050,912,28,110,0
Barrow,President,,REP,TED CRUZ,3471,2927,47,496,1
Bartow,President,,REP,TED CRUZ,4518,3840,57,608,13
Ben Hill,President,,REP,TED CRUZ,317,268,2,45,2
Berrien,President,,REP,TED CRUZ,720,579,19,120,2
Bibb,President,,REP,TED CRUZ,3405,3091,59,251,4
Bleckley,President,,REP,TED CRUZ,534,458,9,67,0
Brantley,President,,REP,TED CRUZ,604,554,4,46,0
Brooks,President,,REP,TED CRUZ,476,420,5,48,3
Bryan,President,,REP,TED CRUZ,1480,1194,12,270,4
Bulloch,President,,REP,TED CRUZ,2149,1896,7,244,2
Burke,President,,REP,TED CRUZ,803,703,13,87,0
Butts,President,,REP,TED CRUZ,1002,667,16,319,0
Calhoun,President,,REP,TED CRUZ,105,90,1,13,1
Camden,President,,REP,TED CRUZ,1181,1043,16,122,0
Candler,President,,REP,TED CRUZ,322,132,9,180,1
Carroll,President,,REP,TED CRUZ,5006,4298,40,660,8
Catoosa,President,,REP,TED CRUZ,2536,2052,18,455,11
Charlton,President,,REP,TED CRUZ,319,264,5,49,1
Chatham,President,,REP,TED CRUZ,7055,6311,56,683,5
Chattahoochee,President,,REP,TED CRUZ,89,72,2,15,0
Chattooga,President,,REP,TED CRUZ,636,525,3,107,1
Cherokee,President,,REP,TED CRUZ,12899,10259,132,2497,11
Clarke,President,,REP,TED CRUZ,1822,1554,44,222,2
Clay,President,,REP,TED CRUZ,64,45,1,18,0
Clayton,President,,REP,TED CRUZ,1859,1409,30,418,2
Clinch,President,,REP,TED CRUZ,164,141,0,23,0
Cobb,President,,REP,TED CRUZ,23749,20085,441,3158,65
Coffee,President,,REP,TED CRUZ,876,684,6,186,0
Colquitt,President,,REP,TED CRUZ,1400,1161,13,224,2
Columbia,President,,REP,TED CRUZ,8051,6734,135,1180,2
Cook,President,,REP,TED CRUZ,519,400,14,105,0
Coweta,President,,REP,TED CRUZ,6451,5492,112,842,5
Crawford,President,,REP,TED CRUZ,396,343,8,45,0
Crisp,President,,REP,TED CRUZ,533,440,8,85,0
Dade,President,,REP,TED CRUZ,555,462,10,83,0
Dawson,President,,REP,TED CRUZ,1468,1116,21,328,3
Decatur,President,,REP,TED CRUZ,703,606,10,85,2
DeKalb,President,,REP,TED CRUZ,6831,5791,158,856,26
Dodge,President,,REP,TED CRUZ,504,430,6,68,0
Dooly,President,,REP,TED CRUZ,200,168,2,30,0
Dougherty,President,,REP,TED CRUZ,1398,1303,19,76,0
Douglas,President,,REP,TED CRUZ,4092,3061,47,984,0
Early,President,,REP,TED CRUZ,225,184,8,33,0
Echols,President,,REP,TED CRUZ,110,84,0,26,0
Effingham,President,,REP,TED CRUZ,3094,2716,35,342,1
Elbert,President,,REP,TED CRUZ,721,531,12,173,5
Emanuel,President,,REP,TED CRUZ,695,617,7,68,3
Evans,President,,REP,TED CRUZ,329,226,8,95,0
Fannin,President,,REP,TED CRUZ,1143,885,19,239,0
Fayette,President,,REP,TED CRUZ,5813,4662,73,1075,3
Floyd,President,,REP,TED CRUZ,2874,2475,41,345,13
Forsyth,President,,REP,TED CRUZ,9987,7405,99,2462,21
Franklin,President,,REP,TED CRUZ,1097,897,29,169,2
Fulton,President,,REP,TED CRUZ,12337,10347,130,1809,51
Gilmer,President,,REP,TED CRUZ,1332,1031,31,265,5
Glascock,President,,REP,TED CRUZ,129,109,2,18,0
Glynn,President,,REP,TED CRUZ,2569,2112,23,420,14
Gordon,President,,REP,TED CRUZ,1607,1343,25,235,4
Grady,President,,REP,TED CRUZ,805,656,7,142,0
Greene,President,,REP,TED CRUZ,637,484,9,144,0
Gwinnett,President,,REP,TED CRUZ,25420,21850,398,3066,106
Habersham,President,,REP,TED CRUZ,2093,1338,69,683,3
Hall,President,,REP,TED CRUZ,9080,7667,134,1267,12
Hancock,President,,REP,TED CRUZ,61,47,4,10,0
Haralson,President,,REP,TED CRUZ,1461,1292,19,143,7
Harris,President,,REP,TED CRUZ,1946,1643,23,280,0
Hart,President,,REP,TED CRUZ,965,765,20,180,0
Heard,President,,REP,TED CRUZ,417,352,14,49,2
Henry,President,,REP,TED CRUZ,8220,6155,118,1911,36
Houston,President,,REP,TED CRUZ,5145,4120,61,952,12
Irwin,President,,REP,TED CRUZ,295,266,0,29,0
Jackson,President,,REP,TED CRUZ,3553,2921,40,590,2
Jasper,President,,REP,TED CRUZ,702,560,11,130,1
Jeff Davis,President,,REP,TED CRUZ,541,434,8,99,0
Jefferson,President,,REP,TED CRUZ,513,443,5,59,6
Jenkins,President,,REP,TED CRUZ,225,173,5,47,0
Johnson,President,,REP,TED CRUZ,269,216,4,49,0
Jones,President,,REP,TED CRUZ,1024,789,49,183,3
Lamar,President,,REP,TED CRUZ,727,558,13,156,0
Lanier,President,,REP,TED CRUZ,197,150,0,46,1
Laurens,President,,REP,TED CRUZ,1562,1339,43,180,0
Lee,President,,REP,TED CRUZ,1427,1269,13,145,0
Liberty,President,,REP,TED CRUZ,644,523,2,119,0
Lincoln,President,,REP,TED CRUZ,515,426,18,71,0
Long,President,,REP,TED CRUZ,249,208,2,39,0
Lowndes,President,,REP,TED CRUZ,3215,2342,62,727,84
Lumpkin,President,,REP,TED CRUZ,1654,1295,16,334,9
Macon,President,,REP,TED CRUZ,162,110,4,48,0
Madison,President,,REP,TED CRUZ,1579,1298,21,259,1
Marion,President,,REP,TED CRUZ,228,204,0,24,0
McDuffie,President,,REP,TED CRUZ,1046,908,26,112,0
McIntosh,President,,REP,TED CRUZ,373,284,10,79,0
Meriwether,President,,REP,TED CRUZ,711,654,4,53,0
Miller,President,,REP,TED CRUZ,152,122,2,28,0
Mitchell,President,,REP,TED CRUZ,441,375,0,66,0
Monroe,President,,REP,TED CRUZ,1457,1263,11,181,2
Montgomery,President,,REP,TED CRUZ,342,306,0,36,0
Morgan,President,,REP,TED CRUZ,1151,962,8,181,0
Murray,President,,REP,TED CRUZ,1028,897,7,124,0
Muscogee,President,,REP,TED CRUZ,4185,3692,80,405,8
Newton,President,,REP,TED CRUZ,3492,2872,41,579,0
Oconee,President,,REP,TED CRUZ,2356,1906,19,427,4
Oglethorpe,President,,REP,TED CRUZ,764,595,30,139,0
Paulding,President,,REP,TED CRUZ,6789,5067,126,1583,13
Peach,President,,REP,TED CRUZ,796,651,9,134,2
Pickens,President,,REP,TED CRUZ,1570,1255,8,307,0
Pierce,President,,REP,TED CRUZ,1040,772,21,247,0
Pike,President,,REP,TED CRUZ,1196,944,32,219,1
Polk,President,,REP,TED CRUZ,1092,835,21,235,1
Pulaski,President,,REP,TED CRUZ,237,177,4,55,1
Putnam,President,,REP,TED CRUZ,746,580,22,144,0
Quitman,President,,REP,TED CRUZ,41,28,1,12,0
Rabun,President,,REP,TED CRUZ,716,423,59,234,0
Randolph,President,,REP,TED CRUZ,124,103,1,20,0
Richmond,President,,REP,TED CRUZ,4299,3872,82,341,4
Rockdale,President,,REP,TED CRUZ,2338,1668,34,634,2
Schley,President,,REP,TED CRUZ,223,179,1,43,0
Screven,President,,REP,TED CRUZ,382,317,6,57,2
Seminole,President,,REP,TED CRUZ,264,224,8,31,1
Spalding,President,,REP,TED CRUZ,2436,1914,23,499,0
Stephens,President,,REP,TED CRUZ,885,567,25,292,1
Stewart,President,,REP,TED CRUZ,85,68,2,15,0
Sumter,President,,REP,TED CRUZ,690,552,11,127,0
Talbot,President,,REP,TED CRUZ,162,148,0,14,0
Taliaferro,President,,REP,TED CRUZ,48,38,0,10,0
Tattnall,President,,REP,TED CRUZ,726,611,6,108,1
Taylor,President,,REP,TED CRUZ,204,175,3,26,0
Telfair,President,,REP,TED CRUZ,212,191,2,19,0
Terrell,President,,REP,TED CRUZ,249,209,9,31,0
Thomas,President,,REP,TED CRUZ,1557,1313,6,238,0
Tift,President,,REP,TED CRUZ,1288,1054,13,219,2
Toombs,President,,REP,TED CRUZ,862,677,14,170,1
Towns,President,,REP,TED CRUZ,592,425,10,153,4
Treutlen,President,,REP,TED CRUZ,186,136,6,42,2
Troup,President,,REP,TED CRUZ,2242,1839,54,343,6
Turner,President,,REP,TED CRUZ,247,209,1,37,0
Twiggs,President,,REP,TED CRUZ,266,235,4,26,1
Union,President,,REP,TED CRUZ,1414,1044,27,341,2
Upson,President,,REP,TED CRUZ,800,616,17,167,0
Walker,President,,REP,TED CRUZ,2105,1725,29,348,3
Walton,President,,REP,TED CRUZ,5889,5221,89,574,5
Ware,President,,REP,TED CRUZ,1406,1204,14,188,0
Warren,President,,REP,TED CRUZ,182,144,7,31,0
Washington,President,,REP,TED CRUZ,486,399,16,68,3
Wayne,President,,REP,TED CRUZ,1159,969,21,169,0
Webster,President,,REP,TED CRUZ,85,53,4,28,0
Wheeler,President,,REP,TED CRUZ,116,107,1,8,0
White,President,,REP,TED CRUZ,1514,1177,47,287,3
Whitfield,President,,REP,TED CRUZ,2299,2066,17,209,7
Wilcox,President,,REP,TED CRUZ,292,248,5,39,0
Wilkes,President,,REP,TED CRUZ,332,259,4,69,0
Wilkinson,President,,REP,TED CRUZ,333,282,8,43,0
Worth,President,,REP,TED CRUZ,834,711,8,114,1
,President,,REP,CARLY FIORINA,1146,839,55,250,2
Appling,President,,REP,CARLY FIORINA,1,1,0,0,0
Atkinson,President,,REP,CARLY FIORINA,1,0,0,1,0
Bacon,President,,REP,CARLY FIORINA,1,0,1,0,0
Baker,President,,REP,CARLY FIORINA,2,2,0,0,0
Baldwin,President,,REP,CARLY FIORINA,1,1,0,0,0
Banks,President,,REP,CARLY FIORINA,6,5,0,1,0
Barrow,President,,REP,CARLY FIORINA,11,10,1,0,0
Bartow,President,,REP,CARLY FIORINA,15,14,0,1,0
Ben Hill,President,,REP,CARLY FIORINA,1,1,0,0,0
Berrien,President,,REP,CARLY FIORINA,1,1,0,0,0
Bibb,President,,REP,CARLY FIORINA,8,5,3,0,0
Bleckley,President,,REP,CARLY FIORINA,3,2,0,1,0
Brantley,President,,REP,CARLY FIORINA,1,0,0,1,0
Brooks,President,,REP,CARLY FIORINA,2,2,0,0,0
Bryan,President,,REP,CARLY FIORINA,5,4,0,1,0
Bulloch,President,,REP,CARLY FIORINA,8,6,0,2,0
Burke,President,,REP,CARLY FIORINA,1,1,0,0,0
Butts,President,,REP,CARLY FIORINA,2,1,0,1,0
Calhoun,President,,REP,CARLY FIORINA,0,0,0,0,0
Camden,President,,REP,CARLY FIORINA,6,6,0,0,0
Candler,President,,REP,CARLY FIORINA,2,1,0,1,0
Carroll,President,,REP,CARLY FIORINA,3,2,0,1,0
Catoosa,President,,REP,CARLY FIORINA,2,2,0,0,0
Charlton,President,,REP,CARLY FIORINA,1,1,0,0,0
Chatham,President,,REP,CARLY FIORINA,36,29,3,4,0
Chattahoochee,President,,REP,CARLY FIORINA,0,0,0,0,0
Chattooga,President,,REP,CARLY FIORINA,2,2,0,0,0
Cherokee,President,,REP,CARLY FIORINA,40,31,2,7,0
Clarke,President,,REP,CARLY FIORINA,11,9,1,1,0
Clay,President,,REP,CARLY FIORINA,0,0,0,0,0
Clayton,President,,REP,CARLY FIORINA,15,11,1,3,0
Clinch,President,,REP,CARLY FIORINA,0,0,0,0,0
Cobb,President,,REP,CARLY FIORINA,112,84,7,21,0
Coffee,President,,REP,CARLY FIORINA,2,2,0,0,0
Colquitt,President,,REP,CARLY FIORINA,5,3,0,2,0
Columbia,President,,REP,CARLY FIORINA,16,12,2,2,0
Cook,President,,REP,CARLY FIORINA,2,1,0,1,0
Coweta,President,,REP,CARLY FIORINA,18,13,1,4,0
Crawford,President,,REP,CARLY FIORINA,1,1,0,0,0
Crisp,President,,REP,CARLY FIORINA,1,0,0,1,0
Dade,President,,REP,CARLY FIORINA,1,0,0,1,0
Dawson,President,,REP,CARLY FIORINA,4,4,0,0,0
Decatur,President,,REP,CARLY FIORINA,1,0,0,1,0
DeKalb,President,,REP,CARLY FIORINA,79,67,4,8,0
Dodge,President,,REP,CARLY FIORINA,1,1,0,0,0
Dooly,President,,REP,CARLY FIORINA,0,0,0,0,0
Dougherty,President,,REP,CARLY FIORINA,6,6,0,0,0
Douglas,President,,REP,CARLY FIORINA,19,9,0,10,0
Early,President,,REP,CARLY FIORINA,0,0,0,0,0
Echols,President,,REP,CARLY FIORINA,1,1,0,0,0
Effingham,President,,REP,CARLY FIORINA,8,4,0,4,0
Elbert,President,,REP,CARLY FIORINA,3,1,1,1,0
Emanuel,President,,REP,CARLY FIORINA,3,2,0,1,0
Evans,President,,REP,CARLY FIORINA,2,2,0,0,0
Fannin,President,,REP,CARLY FIORINA,5,3,0,2,0
Fayette,President,,REP,CARLY FIORINA,33,26,1,6,0
Floyd,President,,REP,CARLY FIORINA,12,10,1,1,0
Forsyth,President,,REP,CARLY FIORINA,34,15,4,15,0
Franklin,President,,REP,CARLY FIORINA,2,1,0,1,0
Fulton,President,,REP,CARLY FIORINA,127,94,3,29,1
Gilmer,President,,REP,CARLY FIORINA,6,5,0,1,0
Glascock,President,,REP,CARLY FIORINA,3,3,0,0,0
Glynn,President,,REP,CARLY FIORINA,8,7,1,0,0
Gordon,President,,REP,CARLY FIORINA,6,5,0,1,0
Grady,President,,REP,CARLY FIORINA,1,0,1,0,0
Greene,President,,REP,CARLY FIORINA,4,0,0,4,0
Gwinnett,President,,REP,CARLY FIORINA,98,83,2,12,1
Habersham,President,,REP,CARLY FIORINA,4,2,1,1,0
Hall,President,,REP,CARLY FIORINA,25,15,3,7,0
Hancock,President,,REP,CARLY FIORINA,0,0,0,0,0
Haralson,President,,REP,CARLY FIORINA,3,3,0,0,0
Harris,President,,REP,CARLY FIORINA,7,6,0,1,0
Hart,President,,REP,CARLY FIORINA,1,0,0,1,0
Heard,President,,REP,CARLY FIORINA,1,0,1,0,0
Henry,President,,REP,CARLY FIORINA,34,20,0,14,0
Houston,President,,REP,CARLY FIORINA,18,11,1,6,0
Irwin,President,,REP,CARLY FIORINA,0,0,0,0,0
Jackson,President,,REP,CARLY FIORINA,9,9,0,0,0
Jasper,President,,REP,CARLY FIORINA,2,1,0,1,0
Jeff Davis,President,,REP,CARLY FIORINA,1,0,0,1,0
Jefferson,President,,REP,CARLY FIORINA,1,1,0,0,0
Jenkins,President,,REP,CARLY FIORINA,1,0,0,1,0
Johnson,President,,REP,CARLY FIORINA,0,0,0,0,0
Jones,President,,REP,CARLY FIORINA,2,1,1,0,0
Lamar,President,,REP,CARLY FIORINA,2,1,0,1,0
Lanier,President,,REP,CARLY FIORINA,0,0,0,0,0
Laurens,President,,REP,CARLY FIORINA,2,1,0,1,0
Lee,President,,REP,CARLY FIORINA,4,4,0,0,0
Liberty,President,,REP,CARLY FIORINA,4,1,0,3,0
Lincoln,President,,REP,CARLY FIORINA,1,1,0,0,0
Long,President,,REP,CARLY FIORINA,0,0,0,0,0
Lowndes,President,,REP,CARLY FIORINA,7,3,1,3,0
Lumpkin,President,,REP,CARLY FIORINA,4,4,0,0,0
Macon,President,,REP,CARLY FIORINA,0,0,0,0,0
Madison,President,,REP,CARLY FIORINA,6,4,0,2,0
Marion,President,,REP,CARLY FIORINA,0,0,0,0,0
McDuffie,President,,REP,CARLY FIORINA,2,1,0,1,0
McIntosh,President,,REP,CARLY FIORINA,0,0,0,0,0
Meriwether,President,,REP,CARLY FIORINA,0,0,0,0,0
Miller,President,,REP,CARLY FIORINA,0,0,0,0,0
Mitchell,President,,REP,CARLY FIORINA,2,2,0,0,0
Monroe,President,,REP,CARLY FIORINA,2,2,0,0,0
Montgomery,President,,REP,CARLY FIORINA,0,0,0,0,0
Morgan,President,,REP,CARLY FIORINA,4,2,0,2,0
Murray,President,,REP,CARLY FIORINA,1,0,0,1,0
Muscogee,President,,REP,CARLY FIORINA,19,15,0,4,0
Newton,President,,REP,CARLY FIORINA,14,10,0,4,0
Oconee,President,,REP,CARLY FIORINA,8,5,0,3,0
Oglethorpe,President,,REP,CARLY FIORINA,2,1,0,1,0
Paulding,President,,REP,CARLY FIORINA,9,5,1,3,0
Peach,President,,REP,CARLY FIORINA,2,1,0,1,0
Pickens,President,,REP,CARLY FIORINA,3,1,0,2,0
Pierce,President,,REP,CARLY FIORINA,1,1,0,0,0
Pike,President,,REP,CARLY FIORINA,4,3,0,1,0
Polk,President,,REP,CARLY FIORINA,2,1,0,1,0
Pulaski,President,,REP,CARLY FIORINA,0,0,0,0,0
Putnam,President,,REP,CARLY FIORINA,4,2,0,2,0
Quitman,President,,REP,CARLY FIORINA,0,0,0,0,0
Rabun,President,,REP,CARLY FIORINA,6,2,2,2,0
Randolph,President,,REP,CARLY FIORINA,0,0,0,0,0
Richmond,President,,REP,CARLY FIORINA,6,5,0,1,0
Rockdale,President,,REP,CARLY FIORINA,9,7,0,2,0
Schley,President,,REP,CARLY FIORINA,0,0,0,0,0
Screven,President,,REP,CARLY FIORINA,0,0,0,0,0
Seminole,President,,REP,CARLY FIORINA,1,0,0,1,0
Spalding,President,,REP,CARLY FIORINA,11,6,0,5,0
Stephens,President,,REP,CARLY FIORINA,4,1,0,3,0
Stewart,President,,REP,CARLY FIORINA,0,0,0,0,0
Sumter,President,,REP,CARLY FIORINA,3,3,0,0,0
Talbot,President,,REP,CARLY FIORINA,0,0,0,0,0
Taliaferro,President,,REP,CARLY FIORINA,0,0,0,0,0
Tattnall,President,,REP,CARLY FIORINA,0,0,0,0,0
Taylor,President,,REP,CARLY FIORINA,2,1,0,1,0
Telfair,President,,REP,CARLY FIORINA,1,0,0,1,0
Terrell,President,,REP,CARLY FIORINA,0,0,0,0,0
Thomas,President,,REP,CARLY FIORINA,8,7,0,1,0
Tift,President,,REP,CARLY FIORINA,2,2,0,0,0
Toombs,President,,REP,CARLY FIORINA,0,0,0,0,0
Towns,President,,REP,CARLY FIORINA,4,4,0,0,0
Treutlen,President,,REP,CARLY FIORINA,0,0,0,0,0
Troup,President,,REP,CARLY FIORINA,9,6,1,2,0
Turner,President,,REP,CARLY FIORINA,0,0,0,0,0
Twiggs,President,,REP,CARLY FIORINA,1,1,0,0,0
Union,President,,REP,CARLY FIORINA,7,6,0,1,0
Upson,President,,REP,CARLY FIORINA,1,1,0,0,0
Walker,President,,REP,CARLY FIORINA,2,1,0,1,0
Walton,President,,REP,CARLY FIORINA,13,12,1,0,0
Ware,President,,REP,CARLY FIORINA,5,5,0,0,0
Warren,President,,REP,CARLY FIORINA,2,2,0,0,0
Washington,President,,REP,CARLY FIORINA,2,1,0,1,0
Wayne,President,,REP,CARLY FIORINA,2,2,0,0,0
Webster,President,,REP,CARLY FIORINA,0,0,0,0,0
Wheeler,President,,REP,CARLY FIORINA,0,0,0,0,0
White,President,,REP,CARLY FIORINA,5,3,1,1,0
Whitfield,President,,REP,CARLY FIORINA,4,0,1,3,0
Wilcox,President,,REP,CARLY FIORINA,0,0,0,0,0
Wilkes,President,,REP,CARLY FIORINA,3,3,0,0,0
Wilkinson,President,,REP,CARLY FIORINA,0,0,0,0,0
Worth,President,,REP,CARLY FIORINA,3,3,0,0,0
,President,,REP,LINDSEY GRAHAM,428,343,6,77,2
Appling,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Atkinson,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Bacon,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Baker,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Baldwin,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Banks,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Barrow,President,,REP,LINDSEY GRAHAM,9,5,1,3,0
Bartow,President,,REP,LINDSEY GRAHAM,2,2,0,0,0
Ben Hill,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Berrien,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Bibb,President,,REP,LINDSEY GRAHAM,5,5,0,0,0
Bleckley,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Brantley,President,,REP,LINDSEY GRAHAM,1,0,0,1,0
Brooks,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Bryan,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Bulloch,President,,REP,LINDSEY GRAHAM,5,4,0,1,0
Burke,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Butts,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Calhoun,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Camden,President,,REP,LINDSEY GRAHAM,2,2,0,0,0
Candler,President,,REP,LINDSEY GRAHAM,2,0,0,2,0
Carroll,President,,REP,LINDSEY GRAHAM,5,3,0,2,0
Catoosa,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Charlton,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Chatham,President,,REP,LINDSEY GRAHAM,21,21,0,0,0
Chattahoochee,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Chattooga,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Cherokee,President,,REP,LINDSEY GRAHAM,6,5,1,0,0
Clarke,President,,REP,LINDSEY GRAHAM,9,8,0,1,0
Clay,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Clayton,President,,REP,LINDSEY GRAHAM,5,4,0,1,0
Clinch,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Cobb,President,,REP,LINDSEY GRAHAM,25,21,0,4,0
Coffee,President,,REP,LINDSEY GRAHAM,2,2,0,0,0
Colquitt,President,,REP,LINDSEY GRAHAM,2,2,0,0,0
Columbia,President,,REP,LINDSEY GRAHAM,8,8,0,0,0
Cook,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Coweta,President,,REP,LINDSEY GRAHAM,6,5,0,1,0
Crawford,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Crisp,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Dade,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Dawson,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Decatur,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
DeKalb,President,,REP,LINDSEY GRAHAM,27,24,0,3,0
Dodge,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Dooly,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Dougherty,President,,REP,LINDSEY GRAHAM,13,10,1,2,0
Douglas,President,,REP,LINDSEY GRAHAM,12,11,0,1,0
Early,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Echols,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Effingham,President,,REP,LINDSEY GRAHAM,5,3,0,2,0
Elbert,President,,REP,LINDSEY GRAHAM,1,0,0,1,0
Emanuel,President,,REP,LINDSEY GRAHAM,2,2,0,0,0
Evans,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Fannin,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Fayette,President,,REP,LINDSEY GRAHAM,4,1,0,3,0
Floyd,President,,REP,LINDSEY GRAHAM,1,0,0,1,0
Forsyth,President,,REP,LINDSEY GRAHAM,3,2,0,1,0
Franklin,President,,REP,LINDSEY GRAHAM,3,3,0,0,0
Fulton,President,,REP,LINDSEY GRAHAM,39,27,0,12,0
Gilmer,President,,REP,LINDSEY GRAHAM,2,2,0,0,0
Glascock,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Glynn,President,,REP,LINDSEY GRAHAM,4,2,0,1,1
Gordon,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Grady,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Greene,President,,REP,LINDSEY GRAHAM,3,2,0,1,0
Gwinnett,President,,REP,LINDSEY GRAHAM,16,14,0,2,0
Habersham,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Hall,President,,REP,LINDSEY GRAHAM,5,4,0,1,0
Hancock,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Haralson,President,,REP,LINDSEY GRAHAM,5,5,0,0,0
Harris,President,,REP,LINDSEY GRAHAM,1,0,0,1,0
Hart,President,,REP,LINDSEY GRAHAM,2,0,1,1,0
Heard,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Henry,President,,REP,LINDSEY GRAHAM,9,7,0,2,0
Houston,President,,REP,LINDSEY GRAHAM,8,5,0,3,0
Irwin,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Jackson,President,,REP,LINDSEY GRAHAM,5,4,1,0,0
Jasper,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Jeff Davis,President,,REP,LINDSEY GRAHAM,2,1,0,1,0
Jefferson,President,,REP,LINDSEY GRAHAM,2,2,0,0,0
Jenkins,President,,REP,LINDSEY GRAHAM,1,0,0,1,0
Johnson,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Jones,President,,REP,LINDSEY GRAHAM,3,3,0,0,0
Lamar,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Lanier,President,,REP,LINDSEY GRAHAM,1,0,0,1,0
Laurens,President,,REP,LINDSEY GRAHAM,4,4,0,0,0
Lee,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Liberty,President,,REP,LINDSEY GRAHAM,2,2,0,0,0
Lincoln,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Long,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
Lowndes,President,,REP,LINDSEY GRAHAM,3,1,0,1,1
Lumpkin,President,,REP,LINDSEY GRAHAM,2,1,1,0,0
Macon,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Madison,President,,REP,LINDSEY GRAHAM,1,0,0,1,0
Marion,President,,REP,LINDSEY GRAHAM,2,2,0,0,0
McDuffie,President,,REP,LINDSEY GRAHAM,1,1,0,0,0
McIntosh,President,,REP,LINDSEY GRAHAM,2,1,0,1,0
Meriwether,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Miller,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Mitchell,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
Monroe,President,,REP,LINDSEY GRAHAM,3,3,0,0,0
Montgomery,President,,REP,LINDSEY GRAHAM,0,0,0,0,0
