county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,absentee_in_person_2,provisional,absentee_in_person
Cobb,Rocky Mountain 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,127,3,104,9,0,11
Cobb,Riverside 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,7,2,3,2,0,0
Cobb,Roswell 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,163,6,121,33,0,3
Cobb,Roswell 02,COMMISSION CHAIRMAN - R,,I,TIM LEE,159,9,120,26,0,4
Cobb,Sandy Plains 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,104,5,75,10,0,14
Cobb,Shallowford Fall 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,117,3,95,15,0,4
Cobb,Simpson 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,89,8,75,1,1,4
Cobb,Sewell Mill 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,100,6,83,7,0,4
Cobb,Sewell Mill 03,COMMISSION CHAIRMAN - R,,I,TIM LEE,122,7,98,6,0,11
Cobb,Smyrna 1A,COMMISSION CHAIRMAN - R,,I,TIM LEE,48,5,32,1,0,10
Cobb,Smyrna 2A,COMMISSION CHAIRMAN - R,,I,TIM LEE,55,4,45,1,0,5
Cobb,Smyrna 3A,COMMISSION CHAIRMAN - R,,I,TIM LEE,109,9,90,1,0,9
Cobb,Smyrna 4A,COMMISSION CHAIRMAN - R,,I,TIM LEE,172,15,126,12,1,18
Cobb,Smyrna 5A,COMMISSION CHAIRMAN - R,,I,TIM LEE,67,7,51,1,1,7
Cobb,Smyrna 6A,COMMISSION CHAIRMAN - R,,I,TIM LEE,165,16,124,3,0,22
Cobb,Smyrna 7A,COMMISSION CHAIRMAN - R,,I,TIM LEE,87,4,71,7,1,4
Cobb,Sope Creek 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,145,5,100,38,0,2
Cobb,Sope Creek 02,COMMISSION CHAIRMAN - R,,I,TIM LEE,145,7,87,40,0,11
Cobb,Sope Creek 03,COMMISSION CHAIRMAN - R,,I,TIM LEE,111,5,82,23,0,1
Cobb,Sweetwater 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,65,4,48,8,0,5
Cobb,Sweetwater 02,COMMISSION CHAIRMAN - R,,I,TIM LEE,34,7,24,2,0,1
Cobb,Terrell Mill 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,89,1,71,13,0,4
Cobb,Timber Ridge 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,95,2,69,21,0,3
Cobb,Vaughn 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,102,2,74,15,0,11
Cobb,Vinings 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,52,3,43,1,0,5
Cobb,Vinings 02,COMMISSION CHAIRMAN - R,,I,TIM LEE,90,12,68,0,0,10
Cobb,Vinings 03,COMMISSION CHAIRMAN - R,,I,TIM LEE,84,6,71,0,0,7
Cobb,Vinings 04,COMMISSION CHAIRMAN - R,,I,TIM LEE,127,12,109,2,0,4
Cobb,Wade Green 02,COMMISSION CHAIRMAN - R,,I,TIM LEE,98,4,80,8,0,6
Cobb,Wileo 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,101,2,87,11,0,1
Cobb,,STATE CT POST 3,,,KELLIE HILL,16116,707,12031,1676,34,1668
Cobb,Acworth 1A,STATE CT POST 3,,,KELLIE HILL,123,8,84,29,0,2
Cobb,Acworth 1B,STATE CT POST 3,,,KELLIE HILL,91,6,67,12,0,6
Cobb,Acworth 1C,STATE CT POST 3,,,KELLIE HILL,75,4,61,5,0,5
Cobb,Addison 01,STATE CT POST 3,,,KELLIE HILL,96,6,75,7,0,8
Cobb,Austell 1A,STATE CT POST 3,,,KELLIE HILL,102,4,83,13,0,2
Cobb,Bells Ferry 02,STATE CT POST 3,,,KELLIE HILL,107,2,87,4,0,14
Cobb,Bells Ferry 03,STATE CT POST 3,,,KELLIE HILL,143,11,114,6,0,12
Cobb,Big Shanty 01,STATE CT POST 3,,,KELLIE HILL,58,1,47,2,0,8
Cobb,Big Shanty 02,STATE CT POST 3,,,KELLIE HILL,80,4,61,6,0,9
Cobb,Baker 01,STATE CT POST 3,,,KELLIE HILL,77,1,69,5,0,2
Cobb,Birney 01,STATE CT POST 3,,,KELLIE HILL,68,5,54,3,0,6
Cobb,Birney 02,STATE CT POST 3,,,KELLIE HILL,134,6,103,18,0,7
Cobb,Bryant 01,STATE CT POST 3,,,KELLIE HILL,62,1,50,10,0,1
Cobb,Bryant 02,STATE CT POST 3,,,KELLIE HILL,87,4,72,10,0,1
Cobb,Blackwell 01,STATE CT POST 3,,,KELLIE HILL,89,5,71,1,0,12
Cobb,Chattahoochee 01,STATE CT POST 3,,,KELLIE HILL,69,5,55,7,0,2
Cobb,Cheatham Hill 02,STATE CT POST 3,,,KELLIE HILL,114,3,75,1,0,35
Cobb,Cheatham Hill 03,STATE CT POST 3,,,KELLIE HILL,178,2,118,6,0,52
Cobb,Chalker 01,STATE CT POST 3,,,KELLIE HILL,106,11,74,8,0,13
Cobb,Clarkdale 01,STATE CT POST 3,,,KELLIE HILL,37,0,33,3,0,1
Cobb,Clarkdale 02,STATE CT POST 3,,,KELLIE HILL,109,4,98,4,0,3
Cobb,Cooper 01,STATE CT POST 3,,,KELLIE HILL,117,8,91,14,1,3
Cobb,Chestnut Ridge 01,STATE CT POST 3,,,KELLIE HILL,167,3,134,22,0,8
Cobb,Dickerson 01,STATE CT POST 3,,,KELLIE HILL,140,6,108,25,0,1
Cobb,Dobbins 01,STATE CT POST 3,,,KELLIE HILL,50,0,44,3,0,3
Cobb,Dowell 01,STATE CT POST 3,,,KELLIE HILL,137,4,94,6,0,33
Cobb,Dodgen 01,STATE CT POST 3,,,KELLIE HILL,116,7,83,25,0,1
Cobb,Durham 01,STATE CT POST 3,,,KELLIE HILL,86,2,66,11,0,7
Cobb,Davis 01,STATE CT POST 3,,,KELLIE HILL,74,1,66,2,1,4
Cobb,Eastside 01,STATE CT POST 3,,,KELLIE HILL,194,11,128,49,0,6
Cobb,Eastside 02,STATE CT POST 3,,,KELLIE HILL,261,12,183,51,0,15
Cobb,Elizabeth 01,STATE CT POST 3,,,KELLIE HILL,36,0,27,0,0,9
Cobb,Elizabeth 02,STATE CT POST 3,,,KELLIE HILL,97,5,69,3,0,20
Cobb,Elizabeth 03,STATE CT POST 3,,,KELLIE HILL,129,11,97,9,0,12
Cobb,Elizabeth 04,STATE CT POST 3,,,KELLIE HILL,118,3,85,11,1,18
Cobb,Elizabeth 05,STATE CT POST 3,,,KELLIE HILL,122,3,98,12,0,9
Cobb,East Piedmont 01,STATE CT POST 3,,,KELLIE HILL,59,0,51,0,0,8
Cobb,Fair Oaks 01,STATE CT POST 3,,,KELLIE HILL,124,3,99,5,0,17
Cobb,Fair Oaks 02,STATE CT POST 3,,,KELLIE HILL,78,2,59,0,1,16
Cobb,Fair Oaks 04,STATE CT POST 3,,,KELLIE HILL,42,3,34,0,0,5
Cobb,Fair Oaks 05,STATE CT POST 3,,,KELLIE HILL,20,0,18,0,0,2
Cobb,Fullers Park 01,STATE CT POST 3,,,KELLIE HILL,203,9,136,48,0,10
Cobb,Ford 01,STATE CT POST 3,,,KELLIE HILL,56,0,41,8,0,7
Cobb,Frey 01,STATE CT POST 3,,,KELLIE HILL,42,0,30,6,0,6
Cobb,Garrison Mill 01,STATE CT POST 3,,,KELLIE HILL,132,4,115,9,0,4
Cobb,Gritters 01,STATE CT POST 3,,,KELLIE HILL,167,9,139,3,0,16
Cobb,Harmony Leland 01,STATE CT POST 3,,,KELLIE HILL,154,3,138,12,0,1
Cobb,Harrison 01,STATE CT POST 3,,,KELLIE HILL,94,5,55,9,0,25
Cobb,Hightower 01,STATE CT POST 3,,,KELLIE HILL,216,10,161,38,0,7
Cobb,Hayes 01,STATE CT POST 3,,,KELLIE HILL,103,6,68,11,0,18
Cobb,Kennesaw 1A,STATE CT POST 3,,,KELLIE HILL,47,0,35,7,0,5
Cobb,Kennesaw 2A,STATE CT POST 3,,,KELLIE HILL,84,4,65,7,0,8
Cobb,Kennesaw 3A,STATE CT POST 3,,,KELLIE HILL,98,9,70,3,2,14
Cobb,Kennesaw 4A,STATE CT POST 3,,,KELLIE HILL,72,6,54,9,0,3
Cobb,Kennesaw 5A,STATE CT POST 3,,,KELLIE HILL,151,1,136,12,0,2
Cobb,Kell 01,STATE CT POST 3,,,KELLIE HILL,52,1,44,2,0,5
Cobb,Kemp 01,STATE CT POST 3,,,KELLIE HILL,71,4,36,8,0,23
Cobb,Kemp 02,STATE CT POST 3,,,KELLIE HILL,176,13,119,10,0,34
Cobb,Kemp 03,STATE CT POST 3,,,KELLIE HILL,127,5,76,28,0,18
Cobb,Lasssiter 01,STATE CT POST 3,,,KELLIE HILL,136,8,99,11,0,18
Cobb,Lindley 01,STATE CT POST 3,,,KELLIE HILL,149,6,122,18,0,3
Cobb,Lost Mountain 01,STATE CT POST 3,,,KELLIE HILL,108,4,69,21,0,14
Cobb,Lost Mountain 02,STATE CT POST 3,,,KELLIE HILL,110,3,73,13,1,20
Cobb,Lost Mountain 03,STATE CT POST 3,,,KELLIE HILL,117,4,66,39,0,8
Cobb,Lost Mountain 04,STATE CT POST 3,,,KELLIE HILL,71,4,49,3,0,15
Cobb,Lewis 01,STATE CT POST 3,,,KELLIE HILL,52,1,37,11,0,3
Cobb,Mableton 01,STATE CT POST 3,,,KELLIE HILL,218,7,164,38,1,8
Cobb,Mableton 02,STATE CT POST 3,,,KELLIE HILL,55,1,39,14,0,1
Cobb,Mableton 03,STATE CT POST 3,,,KELLIE HILL,96,3,78,11,0,4
Cobb,Mableton 04,STATE CT POST 3,,,KELLIE HILL,79,2,67,7,0,3
Cobb,Mabry 01,STATE CT POST 3,,,KELLIE HILL,58,4,48,3,0,3
Cobb,Macland 01,STATE CT POST 3,,,KELLIE HILL,107,1,79,7,0,20
Cobb,Murdock 01,STATE CT POST 3,,,KELLIE HILL,204,8,156,30,0,10
Cobb,McEachern 01,STATE CT POST 3,,,KELLIE HILL,98,4,74,12,0,8
Cobb,McCleskey 01,STATE CT POST 3,,,KELLIE HILL,74,1,59,4,0,10
Cobb,McClure 01,STATE CT POST 3,,,KELLIE HILL,53,0,45,5,0,3
Cobb,Marietta 1A,STATE CT POST 3,,,KELLIE HILL,75,3,49,0,0,23
Cobb,Marietta 2A,STATE CT POST 3,,,KELLIE HILL,121,2,58,1,0,60
Cobb,Marietta 2B,STATE CT POST 3,,,KELLIE HILL,154,7,82,0,1,64
Cobb,Marietta 3A,STATE CT POST 3,,,KELLIE HILL,211,8,133,0,0,70
Cobb,Marietta 4A,STATE CT POST 3,,,KELLIE HILL,115,6,60,1,1,47
Cobb,Marietta 4B,STATE CT POST 3,,,KELLIE HILL,66,11,38,0,1,16
Cobb,Marietta 4C,STATE CT POST 3,,,KELLIE HILL,139,5,68,0,0,66
Cobb,Marietta 5A,STATE CT POST 3,,,KELLIE HILL,67,2,51,1,0,13
Cobb,Marietta 5B,STATE CT POST 3,,,KELLIE HILL,50,3,39,1,1,6
Cobb,Marietta 6A,STATE CT POST 3,,,KELLIE HILL,37,3,19,5,1,9
Cobb,Marietta 6B,STATE CT POST 3,,,KELLIE HILL,132,5,100,10,2,15
Cobb,Marietta 7A,STATE CT POST 3,,,KELLIE HILL,39,1,29,1,1,7
Cobb,Mars Hill 01,STATE CT POST 3,,,KELLIE HILL,60,0,47,9,0,4
Cobb,Mars Hill 02,STATE CT POST 3,,,KELLIE HILL,59,3,40,8,0,8
Cobb,Mount Bethel 01,STATE CT POST 3,,,KELLIE HILL,207,7,122,73,1,4
Cobb,Mount Bethel 03,STATE CT POST 3,,,KELLIE HILL,148,11,73,62,0,2
Cobb,Mount Bethel 04,STATE CT POST 3,,,KELLIE HILL,173,12,99,56,0,6
Cobb,North Cobb 01,STATE CT POST 3,,,KELLIE HILL,51,4,37,9,0,1
Cobb,Nickajack 01,STATE CT POST 3,,,KELLIE HILL,83,3,74,1,0,5
Cobb,Norton Park 01,STATE CT POST 3,,,KELLIE HILL,115,10,90,3,0,12
Cobb,Nicholson 01,STATE CT POST 3,,,KELLIE HILL,65,4,57,1,1,2
Cobb,Oakdale 01,STATE CT POST 3,,,KELLIE HILL,104,11,75,6,1,11
Cobb,Oregon 01,STATE CT POST 3,,,KELLIE HILL,52,0,35,8,0,9
Cobb,Oregon 02,STATE CT POST 3,,,KELLIE HILL,176,12,130,10,5,19
Cobb,Oregon 03,STATE CT POST 3,,,KELLIE HILL,71,7,40,3,2,19
Cobb,Oregon 04,STATE CT POST 3,,,KELLIE HILL,124,6,92,5,0,21
Cobb,Oregon 05,STATE CT POST 3,,,KELLIE HILL,148,1,116,2,0,29
Cobb,Pebblebrook 01,STATE CT POST 3,,,KELLIE HILL,149,5,120,21,0,3
Cobb,Powers Ferry 01,STATE CT POST 3,,,KELLIE HILL,142,1,115,11,0,15
Cobb,Pine Mountain 01,STATE CT POST 3,,,KELLIE HILL,76,3,51,8,0,14
Cobb,Pine Mountain 02,STATE CT POST 3,,,KELLIE HILL,123,7,77,4,0,35
Cobb,Post Oak 01,STATE CT POST 3,,,KELLIE HILL,122,3,108,5,0,6
Cobb,Pope 01,STATE CT POST 3,,,KELLIE HILL,156,8,107,30,1,10
Cobb,Palmer 01,STATE CT POST 3,,,KELLIE HILL,78,1,65,4,0,8
Cobb,Powder Springs 1A,STATE CT POST 3,,,KELLIE HILL,106,0,94,6,0,6
Cobb,Powder Springs 2A,STATE CT POST 3,,,KELLIE HILL,95,2,83,6,0,4
Cobb,Powder Springs 3A,STATE CT POST 3,,,KELLIE HILL,102,7,73,8,0,14
Cobb,Pitner 01,STATE CT POST 3,,,KELLIE HILL,78,6,64,4,0,4
Cobb,Rocky Mountain 01,STATE CT POST 3,,,KELLIE HILL,128,2,116,2,0,8
Cobb,Riverside 01,STATE CT POST 3,,,KELLIE HILL,32,0,29,0,2,1
Cobb,Roswell 01,STATE CT POST 3,,,KELLIE HILL,257,13,194,34,0,16
Cobb,Roswell 02,STATE CT POST 3,,,KELLIE HILL,183,9,134,36,0,4
Cobb,Sandy Plains 01,STATE CT POST 3,,,KELLIE HILL,99,5,74,11,0,9
Cobb,Shallowford Fall 01,STATE CT POST 3,,,KELLIE HILL,158,0,125,21,0,12
Cobb,Simpson 01,STATE CT POST 3,,,KELLIE HILL,63,3,54,2,0,4
Cobb,Sewell Mill 01,STATE CT POST 3,,,KELLIE HILL,175,7,129,32,0,7
Cobb,Sewell Mill 03,STATE CT POST 3,,,KELLIE HILL,133,5,106,13,0,9
Cobb,Smyrna 1A,STATE CT POST 3,,,KELLIE HILL,116,9,89,3,0,15
Cobb,Smyrna 2A,STATE CT POST 3,,,KELLIE HILL,105,5,92,2,0,6
Cobb,Smyrna 3A,STATE CT POST 3,,,KELLIE HILL,183,13,156,2,0,12
Cobb,Smyrna 4A,STATE CT POST 3,,,KELLIE HILL,239,12,191,14,0,22
Cobb,Smyrna 5A,STATE CT POST 3,,,KELLIE HILL,97,2,89,1,0,5
Cobb,Smyrna 6A,STATE CT POST 3,,,KELLIE HILL,245,8,204,9,1,23
Cobb,Smyrna 7A,STATE CT POST 3,,,KELLIE HILL,192,2,163,19,0,8
Cobb,Sope Creek 01,STATE CT POST 3,,,KELLIE HILL,155,7,110,32,3,3
Cobb,Sope Creek 02,STATE CT POST 3,,,KELLIE HILL,171,9,113,39,0,10
Cobb,Sope Creek 03,STATE CT POST 3,,,KELLIE HILL,152,12,109,29,0,2
Cobb,Sweetwater 01,STATE CT POST 3,,,KELLIE HILL,71,0,58,7,0,6
Cobb,Sweetwater 02,STATE CT POST 3,,,KELLIE HILL,58,3,48,5,0,2
Cobb,Terrell Mill 01,STATE CT POST 3,,,KELLIE HILL,146,8,95,36,1,6
Cobb,Timber Ridge 01,STATE CT POST 3,,,KELLIE HILL,138,4,103,28,0,3
Cobb,Vaughn 01,STATE CT POST 3,,,KELLIE HILL,81,0,65,9,0,7
Cobb,Vinings 01,STATE CT POST 3,,,KELLIE HILL,60,4,48,1,0,7
Cobb,Vinings 02,STATE CT POST 3,,,KELLIE HILL,133,16,103,1,0,13
Cobb,Vinings 03,STATE CT POST 3,,,KELLIE HILL,116,9,95,2,0,10
Cobb,Vinings 04,STATE CT POST 3,,,KELLIE HILL,146,13,121,2,0,10
Cobb,Wade Green 02,STATE CT POST 3,,,KELLIE HILL,111,8,88,11,0,4
Cobb,Wileo 01,STATE CT POST 3,,,KELLIE HILL,102,2,93,5,0,2
Cobb,,STATE CT POST 3,,,JOHN MORGAN,25091,1733,17021,3265,21,3051
Cobb,Acworth 1A,STATE CT POST 3,,,JOHN MORGAN,180,17,102,54,0,7
Cobb,Acworth 1B,STATE CT POST 3,,,JOHN MORGAN,173,21,107,37,0,8
Cobb,Acworth 1C,STATE CT POST 3,,,JOHN MORGAN,55,1,43,11,0,0
Cobb,Addison 01,STATE CT POST 3,,,JOHN MORGAN,187,12,142,9,0,24
Cobb,Austell 1A,STATE CT POST 3,,,JOHN MORGAN,73,6,52,11,0,4
Cobb,Bells Ferry 02,STATE CT POST 3,,,JOHN MORGAN,177,12,147,2,1,15
Cobb,Bells Ferry 03,STATE CT POST 3,,,JOHN MORGAN,203,17,166,6,0,14
Cobb,Big Shanty 01,STATE CT POST 3,,,JOHN MORGAN,124,8,86,23,0,7
Cobb,Big Shanty 02,STATE CT POST 3,,,JOHN MORGAN,145,12,110,9,0,14
Cobb,Baker 01,STATE CT POST 3,,,JOHN MORGAN,62,3,44,11,0,4
Cobb,Birney 01,STATE CT POST 3,,,JOHN MORGAN,84,12,55,7,0,10
Cobb,Birney 02,STATE CT POST 3,,,JOHN MORGAN,125,8,105,5,0,7
Cobb,Bryant 01,STATE CT POST 3,,,JOHN MORGAN,35,2,22,11,0,0
Cobb,Bryant 02,STATE CT POST 3,,,JOHN MORGAN,28,0,27,0,0,1
Cobb,Blackwell 01,STATE CT POST 3,,,JOHN MORGAN,139,22,102,1,0,14
Cobb,Chattahoochee 01,STATE CT POST 3,,,JOHN MORGAN,48,4,26,14,1,3
Cobb,Cheatham Hill 02,STATE CT POST 3,,,JOHN MORGAN,231,17,130,12,0,72
Cobb,Cheatham Hill 03,STATE CT POST 3,,,JOHN MORGAN,335,24,167,4,1,139
Cobb,Chalker 01,STATE CT POST 3,,,JOHN MORGAN,155,14,123,2,0,16
Cobb,Clarkdale 01,STATE CT POST 3,,,JOHN MORGAN,60,9,41,8,0,2
Cobb,Clarkdale 02,STATE CT POST 3,,,JOHN MORGAN,114,9,98,5,0,2
Cobb,Cooper 01,STATE CT POST 3,,,JOHN MORGAN,87,5,60,14,0,8
Cobb,Chestnut Ridge 01,STATE CT POST 3,,,JOHN MORGAN,280,7,207,61,0,5
Cobb,Dickerson 01,STATE CT POST 3,,,JOHN MORGAN,232,17,151,58,0,6
Cobb,Dobbins 01,STATE CT POST 3,,,JOHN MORGAN,30,0,21,4,0,5
Cobb,Dowell 01,STATE CT POST 3,,,JOHN MORGAN,194,15,116,9,1,53
Cobb,Dodgen 01,STATE CT POST 3,,,JOHN MORGAN,236,18,145,63,0,10
Cobb,Durham 01,STATE CT POST 3,,,JOHN MORGAN,180,14,119,29,1,17
Cobb,Davis 01,STATE CT POST 3,,,JOHN MORGAN,95,3,83,5,0,4
Cobb,Eastside 01,STATE CT POST 3,,,JOHN MORGAN,339,8,228,98,0,5
Cobb,Eastside 02,STATE CT POST 3,,,JOHN MORGAN,504,24,320,134,0,26
Cobb,Elizabeth 01,STATE CT POST 3,,,JOHN MORGAN,65,6,42,2,0,15
Cobb,Elizabeth 02,STATE CT POST 3,,,JOHN MORGAN,194,18,143,11,0,22
Cobb,Elizabeth 03,STATE CT POST 3,,,JOHN MORGAN,255,22,195,21,1,16
Cobb,Elizabeth 04,STATE CT POST 3,,,JOHN MORGAN,157,9,117,10,1,20
Cobb,Elizabeth 05,STATE CT POST 3,,,JOHN MORGAN,190,5,149,22,1,13
Cobb,East Piedmont 01,STATE CT POST 3,,,JOHN MORGAN,114,6,93,4,0,11
Cobb,Fair Oaks 01,STATE CT POST 3,,,JOHN MORGAN,93,12,53,3,1,24
Cobb,Fair Oaks 02,STATE CT POST 3,,,JOHN MORGAN,110,10,89,1,0,10
Cobb,Fair Oaks 04,STATE CT POST 3,,,JOHN MORGAN,93,11,69,0,1,12
Cobb,Fair Oaks 05,STATE CT POST 3,,,JOHN MORGAN,37,3,31,0,0,3
Cobb,Fullers Park 01,STATE CT POST 3,,,JOHN MORGAN,353,26,231,72,0,24
Cobb,Ford 01,STATE CT POST 3,,,JOHN MORGAN,131,10,83,25,0,13
Cobb,Frey 01,STATE CT POST 3,,,JOHN MORGAN,129,12,90,12,0,15
Cobb,Garrison Mill 01,STATE CT POST 3,,,JOHN MORGAN,167,8,134,15,0,10
Cobb,Gritters 01,STATE CT POST 3,,,JOHN MORGAN,272,20,213,11,0,28
Cobb,Harmony Leland 01,STATE CT POST 3,,,JOHN MORGAN,78,6,47,24,0,1
Cobb,Harrison 01,STATE CT POST 3,,,JOHN MORGAN,256,24,161,22,0,49
Cobb,Hightower 01,STATE CT POST 3,,,JOHN MORGAN,325,22,227,66,0,10
Cobb,Hayes 01,STATE CT POST 3,,,JOHN MORGAN,239,10,156,43,0,30
Cobb,Kennesaw 1A,STATE CT POST 3,,,JOHN MORGAN,98,2,78,10,1,7
Cobb,Kennesaw 2A,STATE CT POST 3,,,JOHN MORGAN,156,4,115,23,0,14
Cobb,Kennesaw 3A,STATE CT POST 3,,,JOHN MORGAN,97,8,63,9,1,16
Cobb,Kennesaw 4A,STATE CT POST 3,,,JOHN MORGAN,149,9,99,28,0,13
Cobb,Kennesaw 5A,STATE CT POST 3,,,JOHN MORGAN,174,8,139,21,0,6
Cobb,Kell 01,STATE CT POST 3,,,JOHN MORGAN,102,8,89,1,0,4
Cobb,Kemp 01,STATE CT POST 3,,,JOHN MORGAN,180,10,100,15,0,55
Cobb,Kemp 02,STATE CT POST 3,,,JOHN MORGAN,302,14,186,25,0,77
Cobb,Kemp 03,STATE CT POST 3,,,JOHN MORGAN,308,15,179,78,0,36
Cobb,Lasssiter 01,STATE CT POST 3,,,JOHN MORGAN,222,20,161,18,0,23
Cobb,Lindley 01,STATE CT POST 3,,,JOHN MORGAN,93,10,66,12,0,5
Cobb,Lost Mountain 01,STATE CT POST 3,,,JOHN MORGAN,233,10,133,61,0,29
Cobb,Lost Mountain 02,STATE CT POST 3,,,JOHN MORGAN,240,18,153,37,0,32
Cobb,Lost Mountain 03,STATE CT POST 3,,,JOHN MORGAN,317,8,169,114,0,26
Cobb,Lost Mountain 04,STATE CT POST 3,,,JOHN MORGAN,152,11,97,18,0,26
Cobb,Lewis 01,STATE CT POST 3,,,JOHN MORGAN,67,1,53,10,0,3
Cobb,Mableton 01,STATE CT POST 3,,,JOHN MORGAN,144,10,95,35,0,4
Cobb,Mableton 02,STATE CT POST 3,,,JOHN MORGAN,78,6,47,17,2,6
Cobb,Mableton 03,STATE CT POST 3,,,JOHN MORGAN,147,6,106,32,0,3
Cobb,Mableton 04,STATE CT POST 3,,,JOHN MORGAN,114,10,76,25,0,3
Cobb,Mabry 01,STATE CT POST 3,,,JOHN MORGAN,128,7,109,5,0,7
Cobb,Macland 01,STATE CT POST 3,,,JOHN MORGAN,96,5,72,8,0,11
Cobb,Murdock 01,STATE CT POST 3,,,JOHN MORGAN,337,22,234,64,0,17
Cobb,McEachern 01,STATE CT POST 3,,,JOHN MORGAN,163,8,129,16,0,10
Cobb,McCleskey 01,STATE CT POST 3,,,JOHN MORGAN,143,9,112,11,0,11
Cobb,McClure 01,STATE CT POST 3,,,JOHN MORGAN,99,11,64,18,0,6
Cobb,Marietta 1A,STATE CT POST 3,,,JOHN MORGAN,58,8,28,0,0,22
Cobb,Marietta 2A,STATE CT POST 3,,,JOHN MORGAN,286,10,146,0,0,130
Cobb,Marietta 2B,STATE CT POST 3,,,JOHN MORGAN,394,19,217,2,0,156
Cobb,Marietta 3A,STATE CT POST 3,,,JOHN MORGAN,406,27,209,1,0,169
Cobb,Marietta 4A,STATE CT POST 3,,,JOHN MORGAN,401,21,228,0,0,152
Cobb,Marietta 4B,STATE CT POST 3,,,JOHN MORGAN,143,24,72,0,0,47
Cobb,Marietta 4C,STATE CT POST 3,,,JOHN MORGAN,288,10,145,2,0,131
Cobb,Marietta 5A,STATE CT POST 3,,,JOHN MORGAN,78,4,40,4,0,30
Cobb,Marietta 5B,STATE CT POST 3,,,JOHN MORGAN,29,3,20,0,0,6
Cobb,Marietta 6A,STATE CT POST 3,,,JOHN MORGAN,39,3,19,5,0,12
Cobb,Marietta 6B,STATE CT POST 3,,,JOHN MORGAN,156,8,111,13,0,24
Cobb,Marietta 7A,STATE CT POST 3,,,JOHN MORGAN,38,2,30,0,0,6
Cobb,Mars Hill 01,STATE CT POST 3,,,JOHN MORGAN,153,8,110,19,0,16
Cobb,Mars Hill 02,STATE CT POST 3,,,JOHN MORGAN,95,1,72,18,0,4
Cobb,Mount Bethel 01,STATE CT POST 3,,,JOHN MORGAN,349,18,212,106,0,13
Cobb,Mount Bethel 03,STATE CT POST 3,,,JOHN MORGAN,259,15,122,117,0,5
Cobb,Mount Bethel 04,STATE CT POST 3,,,JOHN MORGAN,350,34,162,137,0,17
Cobb,North Cobb 01,STATE CT POST 3,,,JOHN MORGAN,95,2,58,31,0,4
Cobb,Nickajack 01,STATE CT POST 3,,,JOHN MORGAN,51,6,37,4,0,4
Cobb,Norton Park 01,STATE CT POST 3,,,JOHN MORGAN,191,16,151,4,0,20
Cobb,Nicholson 01,STATE CT POST 3,,,JOHN MORGAN,107,3,101,0,0,3
Cobb,Oakdale 01,STATE CT POST 3,,,JOHN MORGAN,171,21,131,3,0,16
Cobb,Oregon 01,STATE CT POST 3,,,JOHN MORGAN,154,3,87,26,0,38
Cobb,Oregon 02,STATE CT POST 3,,,JOHN MORGAN,144,21,85,10,0,28
Cobb,Oregon 03,STATE CT POST 3,,,JOHN MORGAN,96,11,49,1,0,35
Cobb,Oregon 04,STATE CT POST 3,,,JOHN MORGAN,120,4,81,7,1,27
Cobb,Oregon 05,STATE CT POST 3,,,JOHN MORGAN,177,6,123,11,0,37
Cobb,Pebblebrook 01,STATE CT POST 3,,,JOHN MORGAN,95,10,67,17,0,1
Cobb,Powers Ferry 01,STATE CT POST 3,,,JOHN MORGAN,238,19,156,38,1,24
Cobb,Pine Mountain 01,STATE CT POST 3,,,JOHN MORGAN,275,25,169,20,0,61
Cobb,Pine Mountain 02,STATE CT POST 3,,,JOHN MORGAN,380,20,238,14,0,108
Cobb,Post Oak 01,STATE CT POST 3,,,JOHN MORGAN,239,12,196,19,0,12
Cobb,Pope 01,STATE CT POST 3,,,JOHN MORGAN,233,17,170,32,0,14
Cobb,Palmer 01,STATE CT POST 3,,,JOHN MORGAN,142,11,117,7,0,7
Cobb,Powder Springs 1A,STATE CT POST 3,,,JOHN MORGAN,156,12,114,19,0,11
Cobb,Powder Springs 2A,STATE CT POST 3,,,JOHN MORGAN,55,1,48,2,0,4
Cobb,Powder Springs 3A,STATE CT POST 3,,,JOHN MORGAN,99,16,62,9,0,12
Cobb,Pitner 01,STATE CT POST 3,,,JOHN MORGAN,92,8,76,4,0,4
Cobb,Rocky Mountain 01,STATE CT POST 3,,,JOHN MORGAN,199,5,170,12,0,12
Cobb,Riverside 01,STATE CT POST 3,,,JOHN MORGAN,21,2,16,3,0,0
Cobb,Roswell 01,STATE CT POST 3,,,JOHN MORGAN,368,14,259,89,0,6
Cobb,Roswell 02,STATE CT POST 3,,,JOHN MORGAN,263,19,200,41,0,3
