county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,absentee_in_person_2,provisional,absentee_in_person
Cobb,Fair Oaks 04,Public Service Commission,2,REP,TIM ECHOLS (I),56,7,39,10,0,0
Cobb,Fair Oaks 05,Public Service Commission,2,REP,TIM ECHOLS (I),26,1,24,1,0,0
Cobb,Fullers Park 01,Public Service Commission,2,REP,TIM ECHOLS (I),350,22,254,12,1,61
Cobb,Ford 01,Public Service Commission,2,REP,TIM ECHOLS (I),148,5,111,7,0,25
Cobb,Frey 01,Public Service Commission,2,REP,TIM ECHOLS (I),126,6,92,14,0,14
Cobb,Garrison Mill 01,Public Service Commission,2,REP,TIM ECHOLS (I),157,7,130,7,0,13
Cobb,Gritters 01,Public Service Commission,2,REP,TIM ECHOLS (I),236,11,196,24,0,5
Cobb,Harmony Leland 01,Public Service Commission,2,REP,TIM ECHOLS (I),61,4,38,0,0,19
Cobb,Harrison 01,Public Service Commission,2,REP,TIM ECHOLS (I),238,17,167,28,0,26
Cobb,Hightower 01,Public Service Commission,2,REP,TIM ECHOLS (I),324,11,254,7,1,51
Cobb,Hayes 01,Public Service Commission,2,REP,TIM ECHOLS (I),240,6,166,24,1,43
Cobb,Kennesaw 1A,Public Service Commission,2,REP,TIM ECHOLS (I),70,1,59,1,0,9
Cobb,Kennesaw 2A,Public Service Commission,2,REP,TIM ECHOLS (I),148,0,116,10,0,22
Cobb,Kennesaw 3A,Public Service Commission,2,REP,TIM ECHOLS (I),95,10,73,7,0,5
Cobb,Kennesaw 4A,Public Service Commission,2,REP,TIM ECHOLS (I),121,6,84,8,0,23
Cobb,Kennesaw 5A,Public Service Commission,2,REP,TIM ECHOLS (I),174,0,154,7,0,13
Cobb,Kell 01,Public Service Commission,2,REP,TIM ECHOLS (I),79,5,63,5,0,6
Cobb,Kemp 01,Public Service Commission,2,REP,TIM ECHOLS (I),179,9,110,38,0,22
Cobb,Kemp 02,Public Service Commission,2,REP,TIM ECHOLS (I),266,10,188,46,0,22
Cobb,Kemp 03,Public Service Commission,2,REP,TIM ECHOLS (I),280,9,176,34,1,60
Cobb,Lasssiter 01,Public Service Commission,2,REP,TIM ECHOLS (I),181,6,146,18,0,11
Cobb,Lindley 01,Public Service Commission,2,REP,TIM ECHOLS (I),55,8,39,2,0,6
Cobb,Lost Mountain 01,Public Service Commission,2,REP,TIM ECHOLS (I),204,8,123,17,1,55
Cobb,Lost Mountain 02,Public Service Commission,2,REP,TIM ECHOLS (I),232,11,156,27,0,38
Cobb,Lost Mountain 03,Public Service Commission,2,REP,TIM ECHOLS (I),278,9,169,15,0,85
Cobb,Lost Mountain 04,Public Service Commission,2,REP,TIM ECHOLS (I),149,8,94,22,0,25
Cobb,Lewis 01,Public Service Commission,2,REP,TIM ECHOLS (I),75,4,60,2,0,9
Cobb,Mableton 01,Public Service Commission,2,REP,TIM ECHOLS (I),112,10,74,3,0,25
Cobb,Mableton 02,Public Service Commission,2,REP,TIM ECHOLS (I),50,3,33,0,0,14
Cobb,Mableton 03,Public Service Commission,2,REP,TIM ECHOLS (I),121,6,82,4,0,29
Cobb,Mableton 04,Public Service Commission,2,REP,TIM ECHOLS (I),79,6,60,1,1,11
Cobb,Mabry 01,Public Service Commission,2,REP,TIM ECHOLS (I),104,5,83,6,0,10
Cobb,Macland 01,Public Service Commission,2,REP,TIM ECHOLS (I),80,3,65,7,0,5
Cobb,Murdock 01,Public Service Commission,2,REP,TIM ECHOLS (I),361,9,279,19,0,54
Cobb,McEachern 01,Public Service Commission,2,REP,TIM ECHOLS (I),122,8,95,10,0,9
Cobb,McCleskey 01,Public Service Commission,2,REP,TIM ECHOLS (I),86,2,68,7,0,9
Cobb,McClure 01,Public Service Commission,2,REP,TIM ECHOLS (I),83,4,61,3,0,15
Cobb,Marietta 1A,Public Service Commission,2,REP,TIM ECHOLS (I),58,4,41,12,0,1
Cobb,Marietta 2A,Public Service Commission,2,REP,TIM ECHOLS (I),262,4,165,93,0,0
Cobb,Marietta 2B,Public Service Commission,2,REP,TIM ECHOLS (I),365,10,231,121,0,3
Cobb,Marietta 3A,Public Service Commission,2,REP,TIM ECHOLS (I),361,10,237,112,1,1
Cobb,Marietta 4A,Public Service Commission,2,REP,TIM ECHOLS (I),385,13,253,119,0,0
Cobb,Marietta 4B,Public Service Commission,2,REP,TIM ECHOLS (I),116,18,66,31,1,0
Cobb,Marietta 4C,Public Service Commission,2,REP,TIM ECHOLS (I),294,8,180,100,0,6
Cobb,Marietta 5A,Public Service Commission,2,REP,TIM ECHOLS (I),55,0,39,16,0,0
Cobb,Marietta 5B,Public Service Commission,2,REP,TIM ECHOLS (I),21,2,14,4,0,1
Cobb,Marietta 6A,Public Service Commission,2,REP,TIM ECHOLS (I),22,2,13,7,0,0
Cobb,Marietta 6B,Public Service Commission,2,REP,TIM ECHOLS (I),155,6,120,22,0,7
Cobb,Marietta 7A,Public Service Commission,2,REP,TIM ECHOLS (I),34,3,19,11,0,1
Cobb,Mars Hill 01,Public Service Commission,2,REP,TIM ECHOLS (I),143,7,102,7,0,27
Cobb,Mars Hill 02,Public Service Commission,2,REP,TIM ECHOLS (I),96,4,62,6,0,24
Cobb,Mount Bethel 01,Public Service Commission,2,REP,TIM ECHOLS (I),419,12,292,8,2,105
Cobb,Mount Bethel 03,Public Service Commission,2,REP,TIM ECHOLS (I),264,9,158,3,0,94
Cobb,Mount Bethel 04,Public Service Commission,2,REP,TIM ECHOLS (I),351,16,228,10,0,97
Cobb,North Cobb 01,Public Service Commission,2,REP,TIM ECHOLS (I),94,3,59,4,0,28
Cobb,Nickajack 01,Public Service Commission,2,REP,TIM ECHOLS (I),47,3,39,3,0,2
Cobb,Norton Park 01,Public Service Commission,2,REP,TIM ECHOLS (I),127,15,98,9,0,5
Cobb,Nicholson 01,Public Service Commission,2,REP,TIM ECHOLS (I),85,1,77,5,0,2
Cobb,Oakdale 01,Public Service Commission,2,REP,TIM ECHOLS (I),163,13,133,16,0,1
Cobb,Oregon 01,Public Service Commission,2,REP,TIM ECHOLS (I),131,0,84,22,0,25
Cobb,Oregon 02,Public Service Commission,2,REP,TIM ECHOLS (I),102,9,62,25,0,6
Cobb,Oregon 03,Public Service Commission,2,REP,TIM ECHOLS (I),75,10,36,29,0,0
Cobb,Oregon 04,Public Service Commission,2,REP,TIM ECHOLS (I),86,4,60,15,0,7
Cobb,Oregon 05,Public Service Commission,2,REP,TIM ECHOLS (I),170,7,117,31,0,15
Cobb,Pebblebrook 01,Public Service Commission,2,REP,TIM ECHOLS (I),61,3,38,7,0,13
Cobb,Powers Ferry 01,Public Service Commission,2,REP,TIM ECHOLS (I),230,10,170,20,0,30
Cobb,Pine Mountain 01,Public Service Commission,2,REP,TIM ECHOLS (I),259,10,172,56,0,21
Cobb,Pine Mountain 02,Public Service Commission,2,REP,TIM ECHOLS (I),363,4,276,67,0,16
Cobb,Post Oak 01,Public Service Commission,2,REP,TIM ECHOLS (I),206,10,173,9,0,14
Cobb,Pope 01,Public Service Commission,2,REP,TIM ECHOLS (I),233,19,179,9,0,26
Cobb,Palmer 01,Public Service Commission,2,REP,TIM ECHOLS (I),133,7,115,8,0,3
Cobb,Powder Springs 1A,Public Service Commission,2,REP,TIM ECHOLS (I),113,7,86,8,0,12
Cobb,Powder Springs 2A,Public Service Commission,2,REP,TIM ECHOLS (I),32,1,29,0,0,2
Cobb,Powder Springs 3A,Public Service Commission,2,REP,TIM ECHOLS (I),87,9,64,8,0,6
Cobb,Pitner 01,Public Service Commission,2,REP,TIM ECHOLS (I),110,12,86,3,0,9
Cobb,Rocky Mountain 01,Public Service Commission,2,REP,TIM ECHOLS (I),187,2,168,11,0,6
Cobb,Riverside 01,Public Service Commission,2,REP,TIM ECHOLS (I),14,2,9,1,0,2
Cobb,Roswell 01,Public Service Commission,2,REP,TIM ECHOLS (I),400,19,309,13,0,59
Cobb,Roswell 02,Public Service Commission,2,REP,TIM ECHOLS (I),300,7,245,5,0,43
Cobb,Sandy Plains 01,Public Service Commission,2,REP,TIM ECHOLS (I),146,7,122,7,0,10
Cobb,Shallowford Fall 01,Public Service Commission,2,REP,TIM ECHOLS (I),249,2,212,6,0,29
Cobb,Simpson 01,Public Service Commission,2,REP,TIM ECHOLS (I),72,10,56,4,0,2
Cobb,Sewell Mill 01,Public Service Commission,2,REP,TIM ECHOLS (I),259,7,199,10,0,43
Cobb,Sewell Mill 03,Public Service Commission,2,REP,TIM ECHOLS (I),219,13,157,14,0,35
Cobb,Smyrna 1A,Public Service Commission,2,REP,TIM ECHOLS (I),71,5,56,9,0,1
Cobb,Smyrna 2A,Public Service Commission,2,REP,TIM ECHOLS (I),72,11,57,3,0,1
Cobb,Smyrna 3A,Public Service Commission,2,REP,TIM ECHOLS (I),159,11,131,16,0,1
Cobb,Smyrna 4A,Public Service Commission,2,REP,TIM ECHOLS (I),279,11,215,29,0,24
Cobb,Smyrna 5A,Public Service Commission,2,REP,TIM ECHOLS (I),90,13,62,13,0,2
Cobb,Smyrna 6A,Public Service Commission,2,REP,TIM ECHOLS (I),261,24,211,23,0,3
Cobb,Smyrna 7A,Public Service Commission,2,REP,TIM ECHOLS (I),115,6,83,6,0,20
Cobb,Sope Creek 01,Public Service Commission,2,REP,TIM ECHOLS (I),280,10,200,8,1,61
Cobb,Sope Creek 02,Public Service Commission,2,REP,TIM ECHOLS (I),349,21,237,11,1,79
Cobb,Sope Creek 03,Public Service Commission,2,REP,TIM ECHOLS (I),289,5,239,6,0,39
Cobb,Sweetwater 01,Public Service Commission,2,REP,TIM ECHOLS (I),84,4,65,4,0,11
Cobb,Sweetwater 02,Public Service Commission,2,REP,TIM ECHOLS (I),44,5,30,3,0,6
Cobb,Terrell Mill 01,Public Service Commission,2,REP,TIM ECHOLS (I),181,8,134,6,2,31
Cobb,Timber Ridge 01,Public Service Commission,2,REP,TIM ECHOLS (I),208,7,163,3,1,34
Cobb,Vaughn 01,Public Service Commission,2,REP,TIM ECHOLS (I),194,3,146,12,0,33
Cobb,Vinings 01,Public Service Commission,2,REP,TIM ECHOLS (I),100,4,86,7,0,3
Cobb,Vinings 02,Public Service Commission,2,REP,TIM ECHOLS (I),139,6,114,16,0,3
Cobb,Vinings 03,Public Service Commission,2,REP,TIM ECHOLS (I),139,5,125,6,0,3
Cobb,Vinings 04,Public Service Commission,2,REP,TIM ECHOLS (I),325,16,277,26,0,6
Cobb,Wade Green 02,Public Service Commission,2,REP,TIM ECHOLS (I),133,5,110,5,0,13
Cobb,Wileo 01,Public Service Commission,2,REP,TIM ECHOLS (I),162,9,133,3,0,17
Cobb,,Public Service Commission,2,REP,MICHELLE MILLER,5988,205,4626,523,13,621
Cobb,Acworth 1A,Public Service Commission,2,REP,MICHELLE MILLER,50,1,36,4,0,9
Cobb,Acworth 1B,Public Service Commission,2,REP,MICHELLE MILLER,56,0,42,4,0,10
Cobb,Acworth 1C,Public Service Commission,2,REP,MICHELLE MILLER,18,0,14,0,0,4
Cobb,Addison 01,Public Service Commission,2,REP,MICHELLE MILLER,50,6,35,7,0,2
Cobb,Austell 1A,Public Service Commission,2,REP,MICHELLE MILLER,21,1,17,1,0,2
Cobb,Bells Ferry 02,Public Service Commission,2,REP,MICHELLE MILLER,51,2,38,10,0,1
Cobb,Bells Ferry 03,Public Service Commission,2,REP,MICHELLE MILLER,70,1,65,1,0,3
Cobb,Big Shanty 01,Public Service Commission,2,REP,MICHELLE MILLER,30,1,25,3,0,1
Cobb,Big Shanty 02,Public Service Commission,2,REP,MICHELLE MILLER,45,3,38,3,0,1
Cobb,Baker 01,Public Service Commission,2,REP,MICHELLE MILLER,30,0,25,1,0,4
Cobb,Birney 01,Public Service Commission,2,REP,MICHELLE MILLER,22,0,17,3,0,2
Cobb,Birney 02,Public Service Commission,2,REP,MICHELLE MILLER,20,0,17,0,0,3
Cobb,Bryant 01,Public Service Commission,2,REP,MICHELLE MILLER,2,0,2,0,0,0
Cobb,Bryant 02,Public Service Commission,2,REP,MICHELLE MILLER,5,0,4,0,0,1
Cobb,Blackwell 01,Public Service Commission,2,REP,MICHELLE MILLER,37,3,31,3,0,0
Cobb,Chattahoochee 01,Public Service Commission,2,REP,MICHELLE MILLER,15,1,11,2,0,1
Cobb,Cheatham Hill 02,Public Service Commission,2,REP,MICHELLE MILLER,45,2,36,7,0,0
Cobb,Cheatham Hill 03,Public Service Commission,2,REP,MICHELLE MILLER,61,3,38,20,0,0
Cobb,Chalker 01,Public Service Commission,2,REP,MICHELLE MILLER,42,0,40,2,0,0
Cobb,Clarkdale 01,Public Service Commission,2,REP,MICHELLE MILLER,15,1,12,0,0,2
Cobb,Clarkdale 02,Public Service Commission,2,REP,MICHELLE MILLER,26,2,24,0,0,0
Cobb,Cooper 01,Public Service Commission,2,REP,MICHELLE MILLER,26,0,25,0,0,1
Cobb,Chestnut Ridge 01,Public Service Commission,2,REP,MICHELLE MILLER,69,1,54,3,0,11
Cobb,Dickerson 01,Public Service Commission,2,REP,MICHELLE MILLER,71,0,57,0,0,14
Cobb,Dobbins 01,Public Service Commission,2,REP,MICHELLE MILLER,12,0,9,3,0,0
Cobb,Dowell 01,Public Service Commission,2,REP,MICHELLE MILLER,49,5,35,8,0,1
Cobb,Dodgen 01,Public Service Commission,2,REP,MICHELLE MILLER,53,0,45,1,0,7
Cobb,Durham 01,Public Service Commission,2,REP,MICHELLE MILLER,39,0,32,3,0,4
Cobb,Davis 01,Public Service Commission,2,REP,MICHELLE MILLER,23,0,21,0,0,2
Cobb,Eastside 01,Public Service Commission,2,REP,MICHELLE MILLER,114,3,87,2,1,21
Cobb,Eastside 02,Public Service Commission,2,REP,MICHELLE MILLER,129,4,90,6,1,28
Cobb,Elizabeth 01,Public Service Commission,2,REP,MICHELLE MILLER,13,0,12,0,0,1
Cobb,Elizabeth 02,Public Service Commission,2,REP,MICHELLE MILLER,42,3,32,4,0,3
Cobb,Elizabeth 03,Public Service Commission,2,REP,MICHELLE MILLER,51,0,43,5,0,3
Cobb,Elizabeth 04,Public Service Commission,2,REP,MICHELLE MILLER,32,1,24,2,0,5
Cobb,Elizabeth 05,Public Service Commission,2,REP,MICHELLE MILLER,51,1,47,1,0,2
Cobb,East Piedmont 01,Public Service Commission,2,REP,MICHELLE MILLER,30,0,27,3,0,0
Cobb,Fair Oaks 01,Public Service Commission,2,REP,MICHELLE MILLER,27,1,18,5,1,2
Cobb,Fair Oaks 02,Public Service Commission,2,REP,MICHELLE MILLER,32,2,26,3,1,0
Cobb,Fair Oaks 04,Public Service Commission,2,REP,MICHELLE MILLER,10,2,7,1,0,0
Cobb,Fair Oaks 05,Public Service Commission,2,REP,MICHELLE MILLER,12,1,10,1,0,0
Cobb,Fullers Park 01,Public Service Commission,2,REP,MICHELLE MILLER,93,4,71,1,0,17
Cobb,Ford 01,Public Service Commission,2,REP,MICHELLE MILLER,44,2,29,4,0,9
Cobb,Frey 01,Public Service Commission,2,REP,MICHELLE MILLER,21,0,19,0,0,2
Cobb,Garrison Mill 01,Public Service Commission,2,REP,MICHELLE MILLER,52,0,44,3,0,5
Cobb,Gritters 01,Public Service Commission,2,REP,MICHELLE MILLER,62,0,55,6,1,0
Cobb,Harmony Leland 01,Public Service Commission,2,REP,MICHELLE MILLER,15,1,12,0,0,2
Cobb,Harrison 01,Public Service Commission,2,REP,MICHELLE MILLER,47,1,38,5,0,3
Cobb,Hightower 01,Public Service Commission,2,REP,MICHELLE MILLER,87,0,79,1,0,7
Cobb,Hayes 01,Public Service Commission,2,REP,MICHELLE MILLER,67,2,41,9,0,15
Cobb,Kennesaw 1A,Public Service Commission,2,REP,MICHELLE MILLER,35,0,26,5,0,4
Cobb,Kennesaw 2A,Public Service Commission,2,REP,MICHELLE MILLER,40,1,28,5,0,6
Cobb,Kennesaw 3A,Public Service Commission,2,REP,MICHELLE MILLER,33,0,24,3,0,6
Cobb,Kennesaw 4A,Public Service Commission,2,REP,MICHELLE MILLER,46,2,33,3,0,8
Cobb,Kennesaw 5A,Public Service Commission,2,REP,MICHELLE MILLER,55,3,49,0,0,3
Cobb,Kell 01,Public Service Commission,2,REP,MICHELLE MILLER,30,2,25,3,0,0
Cobb,Kemp 01,Public Service Commission,2,REP,MICHELLE MILLER,40,2,23,13,0,2
Cobb,Kemp 02,Public Service Commission,2,REP,MICHELLE MILLER,72,1,50,18,0,3
Cobb,Kemp 03,Public Service Commission,2,REP,MICHELLE MILLER,61,1,48,5,0,7
Cobb,Lasssiter 01,Public Service Commission,2,REP,MICHELLE MILLER,47,0,36,6,0,5
Cobb,Lindley 01,Public Service Commission,2,REP,MICHELLE MILLER,29,2,19,3,0,5
Cobb,Lost Mountain 01,Public Service Commission,2,REP,MICHELLE MILLER,41,0,25,0,0,16
Cobb,Lost Mountain 02,Public Service Commission,2,REP,MICHELLE MILLER,63,1,49,4,0,9
Cobb,Lost Mountain 03,Public Service Commission,2,REP,MICHELLE MILLER,62,2,36,1,0,23
Cobb,Lost Mountain 04,Public Service Commission,2,REP,MICHELLE MILLER,31,1,20,4,0,6
Cobb,Lewis 01,Public Service Commission,2,REP,MICHELLE MILLER,16,1,13,2,0,0
Cobb,Mableton 01,Public Service Commission,2,REP,MICHELLE MILLER,27,2,16,0,0,9
Cobb,Mableton 02,Public Service Commission,2,REP,MICHELLE MILLER,14,0,9,4,0,1
Cobb,Mableton 03,Public Service Commission,2,REP,MICHELLE MILLER,27,0,25,0,0,2
Cobb,Mableton 04,Public Service Commission,2,REP,MICHELLE MILLER,18,2,14,0,0,2
Cobb,Mabry 01,Public Service Commission,2,REP,MICHELLE MILLER,22,0,21,0,0,1
Cobb,Macland 01,Public Service Commission,2,REP,MICHELLE MILLER,16,0,13,2,0,1
Cobb,Murdock 01,Public Service Commission,2,REP,MICHELLE MILLER,99,0,85,3,0,11
Cobb,McEachern 01,Public Service Commission,2,REP,MICHELLE MILLER,29,2,23,0,0,4
Cobb,McCleskey 01,Public Service Commission,2,REP,MICHELLE MILLER,37,1,31,1,0,4
Cobb,McClure 01,Public Service Commission,2,REP,MICHELLE MILLER,28,0,18,7,0,3
Cobb,Marietta 1A,Public Service Commission,2,REP,MICHELLE MILLER,29,0,12,17,0,0
Cobb,Marietta 2A,Public Service Commission,2,REP,MICHELLE MILLER,34,1,15,17,0,1
Cobb,Marietta 2B,Public Service Commission,2,REP,MICHELLE MILLER,66,0,44,21,0,1
Cobb,Marietta 3A,Public Service Commission,2,REP,MICHELLE MILLER,61,3,35,23,0,0
Cobb,Marietta 4A,Public Service Commission,2,REP,MICHELLE MILLER,59,3,41,15,0,0
Cobb,Marietta 4B,Public Service Commission,2,REP,MICHELLE MILLER,33,2,21,10,0,0
Cobb,Marietta 4C,Public Service Commission,2,REP,MICHELLE MILLER,65,3,38,23,0,1
Cobb,Marietta 5A,Public Service Commission,2,REP,MICHELLE MILLER,22,0,16,3,2,1
Cobb,Marietta 5B,Public Service Commission,2,REP,MICHELLE MILLER,7,2,3,2,0,0
Cobb,Marietta 6A,Public Service Commission,2,REP,MICHELLE MILLER,10,0,6,2,0,2
Cobb,Marietta 6B,Public Service Commission,2,REP,MICHELLE MILLER,32,0,24,3,0,5
Cobb,Marietta 7A,Public Service Commission,2,REP,MICHELLE MILLER,12,0,7,5,0,0
Cobb,Mars Hill 01,Public Service Commission,2,REP,MICHELLE MILLER,56,3,42,1,0,10
Cobb,Mars Hill 02,Public Service Commission,2,REP,MICHELLE MILLER,25,0,19,0,0,6
Cobb,Mount Bethel 01,Public Service Commission,2,REP,MICHELLE MILLER,67,4,45,0,0,18
Cobb,Mount Bethel 03,Public Service Commission,2,REP,MICHELLE MILLER,52,6,30,1,0,15
Cobb,Mount Bethel 04,Public Service Commission,2,REP,MICHELLE MILLER,80,5,48,1,0,26
Cobb,North Cobb 01,Public Service Commission,2,REP,MICHELLE MILLER,32,0,27,2,0,3
Cobb,Nickajack 01,Public Service Commission,2,REP,MICHELLE MILLER,14,1,12,1,0,0
Cobb,Norton Park 01,Public Service Commission,2,REP,MICHELLE MILLER,42,3,35,4,0,0
Cobb,Nicholson 01,Public Service Commission,2,REP,MICHELLE MILLER,30,2,28,0,0,0
Cobb,Oakdale 01,Public Service Commission,2,REP,MICHELLE MILLER,54,3,46,5,0,0
Cobb,Oregon 01,Public Service Commission,2,REP,MICHELLE MILLER,18,1,11,3,0,3
Cobb,Oregon 02,Public Service Commission,2,REP,MICHELLE MILLER,32,2,21,5,1,3
Cobb,Oregon 03,Public Service Commission,2,REP,MICHELLE MILLER,33,3,18,12,0,0
Cobb,Oregon 04,Public Service Commission,2,REP,MICHELLE MILLER,28,0,24,2,0,2
Cobb,Oregon 05,Public Service Commission,2,REP,MICHELLE MILLER,53,3,35,13,0,2
Cobb,Pebblebrook 01,Public Service Commission,2,REP,MICHELLE MILLER,20,0,13,3,0,4
Cobb,Powers Ferry 01,Public Service Commission,2,REP,MICHELLE MILLER,75,1,63,5,0,6
Cobb,Pine Mountain 01,Public Service Commission,2,REP,MICHELLE MILLER,33,2,30,1,0,0
Cobb,Pine Mountain 02,Public Service Commission,2,REP,MICHELLE MILLER,57,1,41,13,0,2
Cobb,Post Oak 01,Public Service Commission,2,REP,MICHELLE MILLER,57,5,48,3,0,1
Cobb,Pope 01,Public Service Commission,2,REP,MICHELLE MILLER,52,1,44,0,0,7
Cobb,Palmer 01,Public Service Commission,2,REP,MICHELLE MILLER,27,0,27,0,0,0
Cobb,Powder Springs 1A,Public Service Commission,2,REP,MICHELLE MILLER,25,0,20,0,0,5
Cobb,Powder Springs 2A,Public Service Commission,2,REP,MICHELLE MILLER,12,0,12,0,0,0
Cobb,Powder Springs 3A,Public Service Commission,2,REP,MICHELLE MILLER,25,1,19,1,0,4
Cobb,Pitner 01,Public Service Commission,2,REP,MICHELLE MILLER,28,1,25,2,0,0
Cobb,Rocky Mountain 01,Public Service Commission,2,REP,MICHELLE MILLER,66,2,60,1,0,3
Cobb,Riverside 01,Public Service Commission,2,REP,MICHELLE MILLER,1,0,0,0,0,1
Cobb,Roswell 01,Public Service Commission,2,REP,MICHELLE MILLER,118,4,96,4,0,14
Cobb,Roswell 02,Public Service Commission,2,REP,MICHELLE MILLER,60,6,42,2,0,10
Cobb,Sandy Plains 01,Public Service Commission,2,REP,MICHELLE MILLER,49,1,46,0,1,1
Cobb,Shallowford Fall 01,Public Service Commission,2,REP,MICHELLE MILLER,49,0,42,1,0,6
Cobb,Simpson 01,Public Service Commission,2,REP,MICHELLE MILLER,22,0,22,0,0,0
Cobb,Sewell Mill 01,Public Service Commission,2,REP,MICHELLE MILLER,70,2,56,1,0,11
Cobb,Sewell Mill 03,Public Service Commission,2,REP,MICHELLE MILLER,68,1,55,3,1,8
Cobb,Smyrna 1A,Public Service Commission,2,REP,MICHELLE MILLER,24,3,19,1,0,1
Cobb,Smyrna 2A,Public Service Commission,2,REP,MICHELLE MILLER,33,0,29,3,0,1
Cobb,Smyrna 3A,Public Service Commission,2,REP,MICHELLE MILLER,43,2,36,4,0,1
Cobb,Smyrna 4A,Public Service Commission,2,REP,MICHELLE MILLER,54,7,39,6,0,2
Cobb,Smyrna 5A,Public Service Commission,2,REP,MICHELLE MILLER,37,1,29,7,0,0
Cobb,Smyrna 6A,Public Service Commission,2,REP,MICHELLE MILLER,69,1,64,4,0,0
Cobb,Smyrna 7A,Public Service Commission,2,REP,MICHELLE MILLER,39,2,25,3,1,8
Cobb,Sope Creek 01,Public Service Commission,2,REP,MICHELLE MILLER,63,2,43,1,0,17
Cobb,Sope Creek 02,Public Service Commission,2,REP,MICHELLE MILLER,74,4,54,2,0,14
Cobb,Sope Creek 03,Public Service Commission,2,REP,MICHELLE MILLER,49,0,46,0,0,3
Cobb,Sweetwater 01,Public Service Commission,2,REP,MICHELLE MILLER,29,3,23,1,1,1
Cobb,Sweetwater 02,Public Service Commission,2,REP,MICHELLE MILLER,15,1,10,2,0,2
Cobb,Terrell Mill 01,Public Service Commission,2,REP,MICHELLE MILLER,60,2,47,3,0,8
Cobb,Timber Ridge 01,Public Service Commission,2,REP,MICHELLE MILLER,62,2,48,1,0,11
Cobb,Vaughn 01,Public Service Commission,2,REP,MICHELLE MILLER,40,1,32,1,0,6
Cobb,Vinings 01,Public Service Commission,2,REP,MICHELLE MILLER,24,0,22,2,0,0
Cobb,Vinings 02,Public Service Commission,2,REP,MICHELLE MILLER,24,2,17,3,0,2
Cobb,Vinings 03,Public Service Commission,2,REP,MICHELLE MILLER,35,3,30,2,0,0
Cobb,Vinings 04,Public Service Commission,2,REP,MICHELLE MILLER,57,1,52,3,0,1
Cobb,Wade Green 02,Public Service Commission,2,REP,MICHELLE MILLER,50,3,41,0,1,5
Cobb,Wileo 01,Public Service Commission,2,REP,MICHELLE MILLER,45,0,41,0,0,4
Cobb,,U.S. Representative,6,REP,TOM PRICE (I),13737,549,10722,595,16,1855
Cobb,Addison 01,U.S. Representative,6,REP,TOM PRICE (I),212,16,171,18,0,7
Cobb,Bells Ferry 02,U.S. Representative,6,REP,TOM PRICE (I),192,12,159,17,0,4
Cobb,Bells Ferry 03,U.S. Representative,6,REP,TOM PRICE (I),282,11,241,17,0,13
Cobb,Blackwell 01,U.S. Representative,6,REP,TOM PRICE (I),175,20,140,14,0,1
Cobb,Chattahoochee 01,U.S. Representative,6,REP,TOM PRICE (I),31,0,17,3,0,11
Cobb,Chestnut Ridge 01,U.S. Representative,6,REP,TOM PRICE (I),405,6,341,4,0,54
Cobb,Dickerson 01,U.S. Representative,6,REP,TOM PRICE (I),328,8,254,3,0,63
Cobb,Dodgen 01,U.S. Representative,6,REP,TOM PRICE (I),297,12,226,8,1,50
Cobb,Davis 01,U.S. Representative,6,REP,TOM PRICE (I),128,2,115,4,0,7
Cobb,Eastside 01,U.S. Representative,6,REP,TOM PRICE (I),531,12,393,7,2,117
Cobb,Eastside 02,U.S. Representative,6,REP,TOM PRICE (I),639,23,466,25,1,124
Cobb,Elizabeth 02,U.S. Representative,6,REP,TOM PRICE (I),213,12,161,31,0,9
Cobb,Elizabeth 03,U.S. Representative,6,REP,TOM PRICE (I),297,19,221,31,0,26
Cobb,Elizabeth 04,U.S. Representative,6,REP,TOM PRICE (I),153,2,117,22,0,12
Cobb,Elizabeth 05,U.S. Representative,6,REP,TOM PRICE (I),244,5,211,8,0,20
Cobb,East Piedmont 01,U.S. Representative,6,REP,TOM PRICE (I),35,0,31,3,0,1
Cobb,Fullers Park 01,U.S. Representative,6,REP,TOM PRICE (I),517,32,381,15,2,87
Cobb,Garrison Mill 01,U.S. Representative,6,REP,TOM PRICE (I),253,6,212,15,0,20
Cobb,Gritters 01,U.S. Representative,6,REP,TOM PRICE (I),335,14,280,35,1,5
Cobb,Hightower 01,U.S. Representative,6,REP,TOM PRICE (I),453,18,363,10,1,61
Cobb,Kell 01,U.S. Representative,6,REP,TOM PRICE (I),119,9,96,8,0,6
Cobb,Lasssiter 01,U.S. Representative,6,REP,TOM PRICE (I),266,10,213,28,0,15
Cobb,Mabry 01,U.S. Representative,6,REP,TOM PRICE (I),140,4,118,8,0,10
Cobb,Murdock 01,U.S. Representative,6,REP,TOM PRICE (I),502,7,401,23,0,71
Cobb,McCleskey 01,U.S. Representative,6,REP,TOM PRICE (I),141,6,116,8,0,11
Cobb,Marietta 5A,U.S. Representative,6,REP,TOM PRICE (I),7,0,6,1,0,0
Cobb,Marietta 5B,U.S. Representative,6,REP,TOM PRICE (I),0,0,0,0,0,0
Cobb,Marietta 6A,U.S. Representative,6,REP,TOM PRICE (I),16,0,10,6,0,0
Cobb,Marietta 6B,U.S. Representative,6,REP,TOM PRICE (I),203,5,160,27,0,11
Cobb,Marietta 7A,U.S. Representative,6,REP,TOM PRICE (I),30,2,17,10,0,1
