county,precinct,office,district,candidate,party,votes,absentee_by_mail,election_day,advance_in_person,provisional
Newton,08-Cedar Shoals,U.S. Senate,,Raphael Warnock,Dem,894,91,290,513,0
Newton,09-Livingston,U.S. Senate,,Raphael Warnock,Dem,1793,167,510,1116,0
Newton,10-Downs,U.S. Senate,,Raphael Warnock,Dem,2069,157,517,1395,0
Newton,12-Gum Creek,U.S. Senate,,Raphael Warnock,Dem,896,95,222,579,0
Newton,13-Beaverdam,U.S. Senate,,Raphael Warnock,Dem,2237,175,722,1339,1
Newton,14-Leguinn,U.S. Senate,,Raphael Warnock,Dem,388,49,151,188,0
Newton,15-Mansfield,U.S. Senate,,Raphael Warnock,Dem,143,23,62,58,0
Newton,16-Newborn,U.S. Senate,,Raphael Warnock,Dem,113,8,79,26,0
Newton,17-Oxford,U.S. Senate,,Raphael Warnock,Dem,459,51,212,196,0
Newton,18-Rocky Plains,U.S. Senate,,Raphael Warnock,Dem,892,78,330,483,1
Newton,19-Buck Creek,U.S. Senate,,Raphael Warnock,Dem,1464,132,372,960,0
Newton,20-Stansells,U.S. Senate,,Raphael Warnock,Dem,2033,170,626,1234,3
Newton,23-Fairview,U.S. Senate,,Raphael Warnock,Dem,1130,91,392,647,0
Newton,24-Crowell,U.S. Senate,,Raphael Warnock,Dem,1991,174,591,1226,0
Newton,25-Hub,U.S. Senate,,Raphael Warnock,Dem,336,28,153,155,0
Newton,01-City Pond,U.S. Senate,,Chase Oliver,Lib,18,2,11,5,0
Newton,02-Town,U.S. Senate,,Chase Oliver,Lib,40,3,23,14,0
Newton,03-Almon,U.S. Senate,,Chase Oliver,Lib,38,5,18,15,0
Newton,04-Alcovy,U.S. Senate,,Chase Oliver,Lib,56,7,31,17,1
Newton,05-Covington Mills,U.S. Senate,,Chase Oliver,Lib,30,3,14,13,0
Newton,06-Brewers,U.S. Senate,,Chase Oliver,Lib,42,2,34,6,0
Newton,07-Brick Store,U.S. Senate,,Chase Oliver,Lib,34,2,22,10,0
Newton,08-Cedar Shoals,U.S. Senate,,Chase Oliver,Lib,30,2,21,7,0
Newton,09-Livingston,U.S. Senate,,Chase Oliver,Lib,39,3,20,16,0
Newton,10-Downs,U.S. Senate,,Chase Oliver,Lib,70,6,30,34,0
Newton,12-Gum Creek,U.S. Senate,,Chase Oliver,Lib,44,1,24,19,0
Newton,13-Beaverdam,U.S. Senate,,Chase Oliver,Lib,45,3,23,19,0
Newton,14-Leguinn,U.S. Senate,,Chase Oliver,Lib,32,3,21,8,0
Newton,15-Mansfield,U.S. Senate,,Chase Oliver,Lib,25,0,20,5,0
Newton,16-Newborn,U.S. Senate,,Chase Oliver,Lib,13,0,11,2,0
Newton,17-Oxford,U.S. Senate,,Chase Oliver,Lib,32,2,21,9,0
Newton,18-Rocky Plains,U.S. Senate,,Chase Oliver,Lib,38,1,22,15,0
Newton,19-Buck Creek,U.S. Senate,,Chase Oliver,Lib,54,3,29,22,0
Newton,20-Stansells,U.S. Senate,,Chase Oliver,Lib,39,4,19,16,0
Newton,23-Fairview,U.S. Senate,,Chase Oliver,Lib,15,0,7,8,0
Newton,24-Crowell,U.S. Senate,,Chase Oliver,Lib,23,1,10,12,0
Newton,25-Hub,U.S. Senate,,Chase Oliver,Lib,26,2,20,4,0
Newton,01-City Pond,Governor,,Brian Kemp,Rep,295,19,170,106,0
Newton,02-Town,Governor,,Brian Kemp,Rep,451,35,158,258,0
Newton,03-Almon,Governor,,Brian Kemp,Rep,562,39,270,253,0
Newton,04-Alcovy,Governor,,Brian Kemp,Rep,1475,104,693,678,0
Newton,05-Covington Mills,Governor,,Brian Kemp,Rep,757,47,347,363,0
Newton,06-Brewers,Governor,,Brian Kemp,Rep,1483,54,1012,416,1
Newton,07-Brick Store,Governor,,Brian Kemp,Rep,1284,57,790,436,1
Newton,08-Cedar Shoals,Governor,,Brian Kemp,Rep,516,27,276,213,0
Newton,09-Livingston,Governor,,Brian Kemp,Rep,565,22,265,278,0
Newton,10-Downs,Governor,,Brian Kemp,Rep,1464,50,530,884,0
Newton,12-Gum Creek,Governor,,Brian Kemp,Rep,1884,129,839,916,0
Newton,13-Beaverdam,Governor,,Brian Kemp,Rep,529,33,212,284,0
Newton,14-Leguinn,Governor,,Brian Kemp,Rep,1011,34,647,330,0
Newton,15-Mansfield,Governor,,Brian Kemp,Rep,948,30,738,180,0
Newton,16-Newborn,Governor,,Brian Kemp,Rep,453,10,376,67,0
Newton,17-Oxford,Governor,,Brian Kemp,Rep,980,41,577,362,0
Newton,18-Rocky Plains,Governor,,Brian Kemp,Rep,995,27,578,390,0
Newton,19-Buck Creek,Governor,,Brian Kemp,Rep,1020,32,396,592,0
Newton,20-Stansells,Governor,,Brian Kemp,Rep,594,42,247,305,0
Newton,23-Fairview,Governor,,Brian Kemp,Rep,180,13,72,95,0
Newton,24-Crowell,Governor,,Brian Kemp,Rep,264,15,105,144,0
Newton,25-Hub,Governor,,Brian Kemp,Rep,1384,72,854,458,0
Newton,01-City Pond,Governor,,Stacey Abrams,Dem,455,84,171,200,0
Newton,02-Town,Governor,,Stacey Abrams,Dem,1408,253,390,765,0
Newton,03-Almon,Governor,,Stacey Abrams,Dem,2089,178,614,1297,0
Newton,04-Alcovy,Governor,,Stacey Abrams,Dem,1300,101,391,807,1
Newton,05-Covington Mills,Governor,,Stacey Abrams,Dem,895,97,325,473,0
Newton,06-Brewers,Governor,,Stacey Abrams,Dem,603,92,231,280,0
Newton,07-Brick Store,Governor,,Stacey Abrams,Dem,478,49,169,260,0
Newton,08-Cedar Shoals,Governor,,Stacey Abrams,Dem,884,88,288,508,0
Newton,09-Livingston,Governor,,Stacey Abrams,Dem,1762,163,492,1107,0
Newton,10-Downs,Governor,,Stacey Abrams,Dem,2023,153,498,1372,0
Newton,12-Gum Creek,Governor,,Stacey Abrams,Dem,804,86,182,536,0
Newton,13-Beaverdam,Governor,,Stacey Abrams,Dem,2215,175,706,1333,1
Newton,14-Leguinn,Governor,,Stacey Abrams,Dem,351,47,129,175,0
Newton,15-Mansfield,Governor,,Stacey Abrams,Dem,130,23,52,55,0
Newton,16-Newborn,Governor,,Stacey Abrams,Dem,88,4,58,26,0
Newton,17-Oxford,Governor,,Stacey Abrams,Dem,420,52,183,185,0
Newton,18-Rocky Plains,Governor,,Stacey Abrams,Dem,852,76,312,464,0
Newton,19-Buck Creek,Governor,,Stacey Abrams,Dem,1419,130,355,934,0
Newton,20-Stansells,Governor,,Stacey Abrams,Dem,1987,161,616,1207,3
Newton,23-Fairview,Governor,,Stacey Abrams,Dem,1119,92,381,646,0
Newton,24-Crowell,Governor,,Stacey Abrams,Dem,1962,172,581,1209,0
Newton,25-Hub,Governor,,Stacey Abrams,Dem,287,21,128,138,0
Newton,01-City Pond,Governor,,Shane Hazel,Lib,6,0,3,3,0
Newton,02-Town,Governor,,Shane Hazel,Lib,18,0,8,10,0
Newton,03-Almon,Governor,,Shane Hazel,Lib,13,1,8,4,0
Newton,04-Alcovy,Governor,,Shane Hazel,Lib,13,0,9,4,0
Newton,05-Covington Mills,Governor,,Shane Hazel,Lib,5,0,4,1,0
Newton,06-Brewers,Governor,,Shane Hazel,Lib,14,1,8,5,0
Newton,07-Brick Store,Governor,,Shane Hazel,Lib,10,0,8,2,0
Newton,08-Cedar Shoals,Governor,,Shane Hazel,Lib,12,1,8,3,0
Newton,09-Livingston,Governor,,Shane Hazel,Lib,8,0,4,4,0
Newton,10-Downs,Governor,,Shane Hazel,Lib,22,0,12,10,0
Newton,12-Gum Creek,Governor,,Shane Hazel,Lib,18,1,10,7,0
Newton,13-Beaverdam,Governor,,Shane Hazel,Lib,8,1,4,3,0
Newton,14-Leguinn,Governor,,Shane Hazel,Lib,9,0,5,4,0
Newton,15-Mansfield,Governor,,Shane Hazel,Lib,6,0,5,1,0
Newton,16-Newborn,Governor,,Shane Hazel,Lib,3,0,2,1,0
Newton,17-Oxford,Governor,,Shane Hazel,Lib,11,0,5,6,0
Newton,18-Rocky Plains,Governor,,Shane Hazel,Lib,12,0,7,5,0
Newton,19-Buck Creek,Governor,,Shane Hazel,Lib,21,0,13,8,0
Newton,20-Stansells,Governor,,Shane Hazel,Lib,13,2,4,7,0
Newton,23-Fairview,Governor,,Shane Hazel,Lib,7,0,5,2,0
Newton,24-Crowell,Governor,,Shane Hazel,Lib,10,1,4,5,0
Newton,25-Hub,Governor,,Shane Hazel,Lib,12,1,8,3,0
Newton,01-City Pond,Lieutenant Governor,,Burt Jones,Rep,279,16,158,105,0
Newton,02-Town,Lieutenant Governor,,Burt Jones,Rep,432,32,149,251,0
Newton,03-Almon,Lieutenant Governor,,Burt Jones,Rep,535,36,259,240,0
Newton,04-Alcovy,Lieutenant Governor,,Burt Jones,Rep,1405,97,648,660,0
Newton,05-Covington Mills,Lieutenant Governor,,Burt Jones,Rep,727,42,337,348,0
Newton,06-Brewers,Lieutenant Governor,,Burt Jones,Rep,1459,51,994,413,1
Newton,07-Brick Store,Lieutenant Governor,,Burt Jones,Rep,1233,55,757,420,1
Newton,08-Cedar Shoals,Lieutenant Governor,,Burt Jones,Rep,497,29,263,205,0
Newton,09-Livingston,Lieutenant Governor,,Burt Jones,Rep,553,19,255,279,0
Newton,10-Downs,Lieutenant Governor,,Burt Jones,Rep,1421,44,519,858,0
Newton,12-Gum Creek,Lieutenant Governor,,Burt Jones,Rep,1810,117,802,891,0
Newton,13-Beaverdam,Lieutenant Governor,,Burt Jones,Rep,510,31,194,285,0
Newton,14-Leguinn,Lieutenant Governor,,Burt Jones,Rep,974,30,620,324,0
Newton,15-Mansfield,Lieutenant Governor,,Burt Jones,Rep,935,30,731,174,0
Newton,16-Newborn,Lieutenant Governor,,Burt Jones,Rep,430,8,356,66,0
Newton,17-Oxford,Lieutenant Governor,,Burt Jones,Rep,937,42,546,349,0
Newton,18-Rocky Plains,Lieutenant Governor,,Burt Jones,Rep,969,26,567,376,0
Newton,19-Buck Creek,Lieutenant Governor,,Burt Jones,Rep,985,30,388,567,0
Newton,20-Stansells,Lieutenant Governor,,Burt Jones,Rep,543,38,225,280,0
Newton,23-Fairview,Lieutenant Governor,,Burt Jones,Rep,170,13,64,93,0
Newton,24-Crowell,Lieutenant Governor,,Burt Jones,Rep,245,13,96,136,0
Newton,25-Hub,Lieutenant Governor,,Burt Jones,Rep,1341,66,831,444,0
Newton,01-City Pond,Lieutenant Governor,,Charlie Bailey,Dem,443,87,168,188,0
Newton,02-Town,Lieutenant Governor,,Charlie Bailey,Dem,1368,249,380,739,0
Newton,03-Almon,Lieutenant Governor,,Charlie Bailey,Dem,2051,180,594,1277,0
Newton,04-Alcovy,Lieutenant Governor,,Charlie Bailey,Dem,1285,106,386,793,0
Newton,05-Covington Mills,Lieutenant Governor,,Charlie Bailey,Dem,883,99,316,468,0
Newton,06-Brewers,Lieutenant Governor,,Charlie Bailey,Dem,604,92,235,277,0
Newton,07-Brick Store,Lieutenant Governor,,Charlie Bailey,Dem,498,51,182,265,0
Newton,08-Cedar Shoals,Lieutenant Governor,,Charlie Bailey,Dem,868,86,285,497,0
Newton,09-Livingston,Lieutenant Governor,,Charlie Bailey,Dem,1707,161,478,1068,0
Newton,10-Downs,Lieutenant Governor,,Charlie Bailey,Dem,1983,158,478,1347,0
Newton,12-Gum Creek,Lieutenant Governor,,Charlie Bailey,Dem,840,93,203,544,0
Newton,13-Beaverdam,Lieutenant Governor,,Charlie Bailey,Dem,2164,172,693,1298,1
Newton,14-Leguinn,Lieutenant Governor,,Charlie Bailey,Dem,362,50,137,175,0
Newton,15-Mansfield,Lieutenant Governor,,Charlie Bailey,Dem,132,23,53,56,0
Newton,16-Newborn,Lieutenant Governor,,Charlie Bailey,Dem,98,6,67,25,0
Newton,17-Oxford,Lieutenant Governor,,Charlie Bailey,Dem,437,51,195,191,0
Newton,18-Rocky Plains,Lieutenant Governor,,Charlie Bailey,Dem,843,78,308,457,0
Newton,19-Buck Creek,Lieutenant Governor,,Charlie Bailey,Dem,1403,131,346,926,0
Newton,20-Stansells,Lieutenant Governor,,Charlie Bailey,Dem,1983,163,614,1203,3
Newton,23-Fairview,Lieutenant Governor,,Charlie Bailey,Dem,1095,90,374,631,0
Newton,24-Crowell,Lieutenant Governor,,Charlie Bailey,Dem,1921,171,567,1183,0
Newton,25-Hub,Lieutenant Governor,,Charlie Bailey,Dem,297,26,134,137,0
Newton,01-City Pond,Lieutenant Governor,,Ryan Graham,Lib,20,1,12,7,0
Newton,02-Town,Lieutenant Governor,,Ryan Graham,Lib,40,3,15,22,0
Newton,03-Almon,Lieutenant Governor,,Ryan Graham,Lib,45,3,18,24,0
Newton,04-Alcovy,Lieutenant Governor,,Ryan Graham,Lib,68,3,45,19,1
Newton,05-Covington Mills,Lieutenant Governor,,Ryan Graham,Lib,25,2,12,11,0
Newton,06-Brewers,Lieutenant Governor,,Ryan Graham,Lib,32,3,19,10,0
Newton,07-Brick Store,Lieutenant Governor,,Ryan Graham,Lib,33,1,23,9,0
Newton,08-Cedar Shoals,Lieutenant Governor,,Ryan Graham,Lib,36,0,20,16,0
Newton,09-Livingston,Lieutenant Governor,,Ryan Graham,Lib,50,3,19,28,0
Newton,10-Downs,Lieutenant Governor,,Ryan Graham,Lib,72,1,31,40,0
Newton,12-Gum Creek,Lieutenant Governor,,Ryan Graham,Lib,46,5,23,18,0
Newton,13-Beaverdam,Lieutenant Governor,,Ryan Graham,Lib,47,3,26,18,0
Newton,14-Leguinn,Lieutenant Governor,,Ryan Graham,Lib,24,1,18,5,0
Newton,15-Mansfield,Lieutenant Governor,,Ryan Graham,Lib,13,0,8,5,0
Newton,16-Newborn,Lieutenant Governor,,Ryan Graham,Lib,12,0,10,2,0
Newton,17-Oxford,Lieutenant Governor,,Ryan Graham,Lib,30,0,19,11,0
Newton,18-Rocky Plains,Lieutenant Governor,,Ryan Graham,Lib,31,0,16,15,0
Newton,19-Buck Creek,Lieutenant Governor,,Ryan Graham,Lib,47,1,27,19,0
Newton,20-Stansells,Lieutenant Governor,,Ryan Graham,Lib,33,0,16,17,0
Newton,23-Fairview,Lieutenant Governor,,Ryan Graham,Lib,24,1,14,9,0
Newton,24-Crowell,Lieutenant Governor,,Ryan Graham,Lib,37,2,16,19,0
Newton,25-Hub,Lieutenant Governor,,Ryan Graham,Lib,29,2,18,9,0
Newton,01-City Pond,Secretary of State,,Brad Raffensperger,Rep,300,19,167,114,0
Newton,02-Town,Secretary of State,,Brad Raffensperger,Rep,479,42,167,270,0
Newton,03-Almon,Secretary of State,,Brad Raffensperger,Rep,608,43,278,287,0
Newton,04-Alcovy,Secretary of State,,Brad Raffensperger,Rep,1449,105,661,683,0
Newton,05-Covington Mills,Secretary of State,,Brad Raffensperger,Rep,763,48,347,368,0
Newton,06-Brewers,Secretary of State,,Brad Raffensperger,Rep,1422,60,965,396,1
Newton,07-Brick Store,Secretary of State,,Brad Raffensperger,Rep,1268,56,781,430,1
Newton,08-Cedar Shoals,Secretary of State,,Brad Raffensperger,Rep,523,28,280,215,0
Newton,09-Livingston,Secretary of State,,Brad Raffensperger,Rep,580,23,255,302,0
Newton,10-Downs,Secretary of State,,Brad Raffensperger,Rep,1434,52,504,878,0
Newton,12-Gum Creek,Secretary of State,,Brad Raffensperger,Rep,1824,128,803,893,0
Newton,13-Beaverdam,Secretary of State,,Brad Raffensperger,Rep,562,35,213,314,0
Newton,14-Leguinn,Secretary of State,,Brad Raffensperger,Rep,969,33,613,323,0
Newton,15-Mansfield,Secretary of State,,Brad Raffensperger,Rep,915,29,713,173,0
Newton,16-Newborn,Secretary of State,,Brad Raffensperger,Rep,429,10,353,66,0
Newton,17-Oxford,Secretary of State,,Brad Raffensperger,Rep,968,44,551,373,0
Newton,18-Rocky Plains,Secretary of State,,Brad Raffensperger,Rep,967,29,548,390,0
Newton,19-Buck Creek,Secretary of State,,Brad Raffensperger,Rep,1022,33,392,597,0
Newton,20-Stansells,Secretary of State,,Brad Raffensperger,Rep,590,40,228,322,0
Newton,23-Fairview,Secretary of State,,Brad Raffensperger,Rep,203,17,69,117,0
Newton,24-Crowell,Secretary of State,,Brad Raffensperger,Rep,302,23,107,172,0
Newton,25-Hub,Secretary of State,,Brad Raffensperger,Rep,1354,72,837,445,0
Newton,01-City Pond,Secretary of State,,Bee Nguyen,Dem,424,84,160,180,0
Newton,02-Town,Secretary of State,,Bee Nguyen,Dem,1319,240,352,727,0
Newton,03-Almon,Secretary of State,,Bee Nguyen,Dem,1982,171,579,1232,0
Newton,04-Alcovy,Secretary of State,,Bee Nguyen,Dem,1242,97,379,765,1
Newton,05-Covington Mills,Secretary of State,,Bee Nguyen,Dem,832,92,296,444,0
Newton,06-Brewers,Secretary of State,,Bee Nguyen,Dem,601,88,235,278,0
Newton,07-Brick Store,Secretary of State,,Bee Nguyen,Dem,460,51,159,250,0
Newton,08-Cedar Shoals,Secretary of State,,Bee Nguyen,Dem,838,82,270,486,0
Newton,09-Livingston,Secretary of State,,Bee Nguyen,Dem,1675,160,466,1049,0
Newton,10-Downs,Secretary of State,,Bee Nguyen,Dem,1935,144,477,1314,0
Newton,12-Gum Creek,Secretary of State,,Bee Nguyen,Dem,785,81,186,518,0
Newton,13-Beaverdam,Secretary of State,,Bee Nguyen,Dem,2126,169,690,1266,1
Newton,14-Leguinn,Secretary of State,,Bee Nguyen,Dem,340,47,131,162,0
Newton,15-Mansfield,Secretary of State,,Bee Nguyen,Dem,126,23,50,53,0
Newton,16-Newborn,Secretary of State,,Bee Nguyen,Dem,88,4,60,24,0
Newton,17-Oxford,Secretary of State,,Bee Nguyen,Dem,398,48,181,169,0
Newton,18-Rocky Plains,Secretary of State,,Bee Nguyen,Dem,812,75,295,442,0
Newton,19-Buck Creek,Secretary of State,,Bee Nguyen,Dem,1344,125,337,882,0
Newton,20-Stansells,Secretary of State,,Bee Nguyen,Dem,1931,160,611,1158,2
Newton,23-Fairview,Secretary of State,,Bee Nguyen,Dem,1069,86,377,606,0
Newton,24-Crowell,Secretary of State,,Bee Nguyen,Dem,1866,163,554,1149,0
Newton,25-Hub,Secretary of State,,Bee Nguyen,Dem,265,20,120,125,0
Newton,01-City Pond,Secretary of State,,Ted Metz,Lib,17,0,12,5,0
Newton,02-Town,Secretary of State,,Ted Metz,Lib,44,1,25,18,0
Newton,03-Almon,Secretary of State,,Ted Metz,Lib,51,2,26,23,0
Newton,04-Alcovy,Secretary of State,,Ted Metz,Lib,68,3,37,28,0
Newton,05-Covington Mills,Secretary of State,,Ted Metz,Lib,40,3,22,15,0
Newton,06-Brewers,Secretary of State,,Ted Metz,Lib,66,0,42,24,0
Newton,07-Brick Store,Secretary of State,,Ted Metz,Lib,32,0,19,13,0
Newton,08-Cedar Shoals,Secretary of State,,Ted Metz,Lib,36,4,19,13,0
Newton,09-Livingston,Secretary of State,,Ted Metz,Lib,52,1,30,21,0
Newton,10-Downs,Secretary of State,,Ted Metz,Lib,96,4,39,53,0
Newton,12-Gum Creek,Secretary of State,,Ted Metz,Lib,76,5,36,35,0
Newton,13-Beaverdam,Secretary of State,,Ted Metz,Lib,33,2,13,18,0
Newton,14-Leguinn,Secretary of State,,Ted Metz,Lib,50,1,32,17,0
Newton,15-Mansfield,Secretary of State,,Ted Metz,Lib,34,1,24,9,0
Newton,16-Newborn,Secretary of State,,Ted Metz,Lib,20,0,17,3,0
Newton,17-Oxford,Secretary of State,,Ted Metz,Lib,37,1,28,8,0
Newton,18-Rocky Plains,Secretary of State,,Ted Metz,Lib,63,0,43,20,0
Newton,19-Buck Creek,Secretary of State,,Ted Metz,Lib,65,3,28,34,0
Newton,20-Stansells,Secretary of State,,Ted Metz,Lib,42,1,16,24,1
Newton,23-Fairview,Secretary of State,,Ted Metz,Lib,18,1,7,10,0
Newton,24-Crowell,Secretary of State,,Ted Metz,Lib,40,3,21,16,0
Newton,25-Hub,Secretary of State,,Ted Metz,Lib,43,0,23,20,0
Newton,01-City Pond,Attorney General,,Chris Carr,Rep,280,16,159,105,0
Newton,02-Town,Attorney General,,Chris Carr,Rep,447,34,156,257,0
Newton,03-Almon,Attorney General,,Chris Carr,Rep,549,34,262,253,0
Newton,04-Alcovy,Attorney General,,Chris Carr,Rep,1425,103,656,666,0
Newton,05-Covington Mills,Attorney General,,Chris Carr,Rep,736,44,336,356,0
Newton,06-Brewers,Attorney General,,Chris Carr,Rep,1441,56,976,408,1
Newton,07-Brick Store,Attorney General,,Chris Carr,Rep,1250,56,770,423,1
Newton,08-Cedar Shoals,Attorney General,,Chris Carr,Rep,494,27,265,202,0
Newton,09-Livingston,Attorney General,,Chris Carr,Rep,537,17,248,272,0
Newton,10-Downs,Attorney General,,Chris Carr,Rep,1414,41,510,863,0
Newton,12-Gum Creek,Attorney General,,Chris Carr,Rep,1812,122,807,883,0
Newton,13-Beaverdam,Attorney General,,Chris Carr,Rep,513,33,199,281,0
Newton,14-Leguinn,Attorney General,,Chris Carr,Rep,972,31,624,317,0
Newton,15-Mansfield,Attorney General,,Chris Carr,Rep,931,30,726,175,0
Newton,16-Newborn,Attorney General,,Chris Carr,Rep,437,9,360,68,0
Newton,17-Oxford,Attorney General,,Chris Carr,Rep,946,42,547,357,0
Newton,18-Rocky Plains,Attorney General,,Chris Carr,Rep,968,28,561,379,0
Newton,19-Buck Creek,Attorney General,,Chris Carr,Rep,998,31,389,578,0
Newton,20-Stansells,Attorney General,,Chris Carr,Rep,562,39,226,297,0
Newton,23-Fairview,Attorney General,,Chris Carr,Rep,173,14,65,94,0
Newton,24-Crowell,Attorney General,,Chris Carr,Rep,254,15,92,147,0
Newton,25-Hub,Attorney General,,Chris Carr,Rep,1369,72,848,449,0
Newton,01-City Pond,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,452,89,169,194,0
Newton,02-Town,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,1363,245,369,749,0
Newton,03-Almon,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,2062,182,604,1276,0
Newton,04-Alcovy,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,1297,101,394,801,1
Newton,05-Covington Mills,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,882,99,319,464,0
Newton,06-Brewers,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,622,91,250,281,0
Newton,07-Brick Store,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,497,50,180,267,0
Newton,08-Cedar Shoals,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,883,85,289,509,0
Newton,09-Livingston,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,1744,164,490,1090,0
Newton,10-Downs,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,2019,158,493,1368,0
Newton,12-Gum Creek,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,848,90,203,555,0
Newton,13-Beaverdam,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,2188,170,700,1317,1
Newton,14-Leguinn,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,369,48,141,180,0
Newton,15-Mansfield,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,134,23,58,53,0
Newton,16-Newborn,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,95,5,65,25,0
Newton,17-Oxford,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,437,49,196,192,0
Newton,18-Rocky Plains,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,842,75,305,462,0
Newton,19-Buck Creek,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,1400,131,349,920,0
Newton,20-Stansells,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,1975,161,618,1193,3
Newton,23-Fairview,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,1103,91,377,635,0
Newton,24-Crowell,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,1936,170,574,1192,0
Newton,25-Hub,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,290,21,128,141,0
Newton,01-City Pond,Attorney General,,Martin Cowen,Lib,13,0,9,4,0
Newton,02-Town,Attorney General,,Martin Cowen,Lib,32,5,15,12,0
Newton,03-Almon,Attorney General,,Martin Cowen,Lib,29,2,14,13,0
Newton,04-Alcovy,Attorney General,,Martin Cowen,Lib,44,1,31,12,0
Newton,05-Covington Mills,Attorney General,,Martin Cowen,Lib,20,0,13,7,0
Newton,06-Brewers,Attorney General,,Martin Cowen,Lib,28,1,20,7,0
Newton,07-Brick Store,Attorney General,,Martin Cowen,Lib,17,1,11,5,0
Newton,08-Cedar Shoals,Attorney General,,Martin Cowen,Lib,28,3,15,10,0
Newton,09-Livingston,Attorney General,,Martin Cowen,Lib,34,1,17,16,0
Newton,10-Downs,Attorney General,,Martin Cowen,Lib,52,0,27,25,0
Newton,12-Gum Creek,Attorney General,,Martin Cowen,Lib,32,2,14,16,0
Newton,13-Beaverdam,Attorney General,,Martin Cowen,Lib,29,2,17,10,0
Newton,14-Leguinn,Attorney General,,Martin Cowen,Lib,23,1,14,8,0
Newton,15-Mansfield,Attorney General,,Martin Cowen,Lib,14,0,8,6,0
Newton,16-Newborn,Attorney General,,Martin Cowen,Lib,12,0,10,2,0
Newton,17-Oxford,Attorney General,,Martin Cowen,Lib,16,0,12,4,0
Newton,18-Rocky Plains,Attorney General,,Martin Cowen,Lib,33,0,20,13,0
Newton,19-Buck Creek,Attorney General,,Martin Cowen,Lib,36,0,18,18,0
Newton,20-Stansells,Attorney General,,Martin Cowen,Lib,30,0,12,18,0
Newton,23-Fairview,Attorney General,,Martin Cowen,Lib,18,0,9,9,0
Newton,24-Crowell,Attorney General,,Martin Cowen,Lib,31,2,17,12,0
Newton,25-Hub,Attorney General,,Martin Cowen,Lib,14,1,8,5,0
Newton,01-City Pond,Commissioner of Agriculture,,Tyler Harper,Rep,288,16,163,109,0
Newton,02-Town,Commissioner of Agriculture,,Tyler Harper,Rep,458,35,156,267,0
Newton,03-Almon,Commissioner of Agriculture,,Tyler Harper,Rep,558,36,260,262,0
Newton,04-Alcovy,Commissioner of Agriculture,,Tyler Harper,Rep,1465,107,671,687,0
Newton,05-Covington Mills,Commissioner of Agriculture,,Tyler Harper,Rep,755,50,346,359,0
Newton,06-Brewers,Commissioner of Agriculture,,Tyler Harper,Rep,1463,58,994,410,1
Newton,07-Brick Store,Commissioner of Agriculture,,Tyler Harper,Rep,1272,57,781,433,1
Newton,08-Cedar Shoals,Commissioner of Agriculture,,Tyler Harper,Rep,509,28,270,211,0
Newton,09-Livingston,Commissioner of Agriculture,,Tyler Harper,Rep,537,24,243,270,0
Newton,10-Downs,Commissioner of Agriculture,,Tyler Harper,Rep,1442,50,517,875,0
Newton,12-Gum Creek,Commissioner of Agriculture,,Tyler Harper,Rep,1853,124,819,910,0
Newton,13-Beaverdam,Commissioner of Agriculture,,Tyler Harper,Rep,497,32,191,274,0
Newton,14-Leguinn,Commissioner of Agriculture,,Tyler Harper,Rep,997,33,636,328,0
Newton,15-Mansfield,Commissioner of Agriculture,,Tyler Harper,Rep,944,30,734,180,0
Newton,16-Newborn,Commissioner of Agriculture,,Tyler Harper,Rep,443,10,363,70,0
Newton,17-Oxford,Commissioner of Agriculture,,Tyler Harper,Rep,970,47,567,356,0
Newton,18-Rocky Plains,Commissioner of Agriculture,,Tyler Harper,Rep,972,28,565,379,0
Newton,19-Buck Creek,Commissioner of Agriculture,,Tyler Harper,Rep,1017,33,388,596,0
Newton,20-Stansells,Commissioner of Agriculture,,Tyler Harper,Rep,569,39,235,295,0
Newton,23-Fairview,Commissioner of Agriculture,,Tyler Harper,Rep,175,18,63,94,0
Newton,24-Crowell,Commissioner of Agriculture,,Tyler Harper,Rep,255,16,96,143,0
Newton,25-Hub,Commissioner of Agriculture,,Tyler Harper,Rep,1387,73,856,458,0
