country,office,district,party,candidate,votes
DEKALB,State Senate,41,Republican,JENNINGS THOMPSON,683
DEKALB,State Senate,41,Republican,JOE BURTON,2921
GWINNETT,State Senate,41,Republican,JENNINGS THOMPSON,664
GWINNETT,State Senate,41,Republican,JOE BURTON,3574
DEKALB,State Senate,42,Democrat,DAVID ADELMAN,15025
DEKALB,State Senate,42,Democrat,OLIVIA JONES,5427
DEKALB,State Senate,42,Republican,KEN QUARTERMAN,2454
DEKALB,State Senate,43,Democrat,MARKUS BUTTS,4950
DEKALB,State Senate,43,Democrat,MARY DAVIS,5449
DEKALB,State Senate,43,Democrat,STEEN MILES,6972
ROCKDALE,State Senate,43,Democrat,MARKUS BUTTS,726
ROCKDALE,State Senate,43,Democrat,MARY DAVIS,1334
ROCKDALE,State Senate,43,Democrat,STEEN MILES,1106
DEKALB,State Senate,43,Republican,WILLIE HINTON,464
ROCKDALE,State Senate,43,Republican,WILLIE HINTON,4666
CLAYTON,State Senate,44,Democrat,TERRELL STARR,10930
HENRY,State Senate,44,Democrat,TERRELL STARR,962
GWINNETT,State Senate,45,Republican,RENEE' UNTERMAN,15680
CLARKE,State Senate,46,Democrat,BECKY VAUGHN,7295
MADISON,State Senate,46,Democrat,BECKY VAUGHN,234
OCONEE,State Senate,46,Democrat,BECKY VAUGHN,584
OGLETHORPE,State Senate,46,Democrat,BECKY VAUGHN,1081
CLARKE,State Senate,46,Republican,BRIAN KEMP,2454
MADISON,State Senate,46,Republican,BRIAN KEMP,212
OCONEE,State Senate,46,Republican,BRIAN KEMP,4437
OGLETHORPE,State Senate,46,Republican,BRIAN KEMP,1421
BARROW,State Senate,47,Democrat,BILL HEALAN,798
ELBERT,State Senate,47,Democrat,BILL HEALAN,695
JACKSON,State Senate,47,Democrat,BILL HEALAN,549
MADISON,State Senate,47,Democrat,BILL HEALAN,1085
WALTON,State Senate,47,Democrat,BILL HEALAN,839
BARROW,State Senate,47,Republican,RALPH HUDGENS,4931
ELBERT,State Senate,47,Republican,RALPH HUDGENS,151
JACKSON,State Senate,47,Republican,RALPH HUDGENS,4569
MADISON,State Senate,47,Republican,RALPH HUDGENS,1091
WALTON,State Senate,47,Republican,RALPH HUDGENS,5296
FULTON,State Senate,48,Republican,DAVID J. SHAFER,6421
GWINNETT,State Senate,48,Republican,DAVID J. SHAFER,3807
HALL,State Senate,49,Republican,CASEY CAGLE,13948
JACKSON,State Senate,49,Republican,CASEY CAGLE,926
BANKS,State Senate,50,Democrat,BOB STOWE,1159
FRANKLIN,State Senate,50,Democrat,BOB STOWE,2396
HABERSHAM,State Senate,50,Democrat,BOB STOWE,809
HART,State Senate,50,Democrat,BOB STOWE,2252
RABUN,State Senate,50,Democrat,BOB STOWE,1491
STEPHENS,State Senate,50,Democrat,BOB STOWE,1602
TOWNS,State Senate,50,Democrat,BOB STOWE,303
WHITE,State Senate,50,Democrat,BOB STOWE,95
BANKS,State Senate,50,Republican,NANCY SCHAEFER,547
BANKS,State Senate,50,Republican,ROBERT CAUDELL,602
BANKS,State Senate,50,Republican,STANLEY DARNELL,104
FRANKLIN,State Senate,50,Republican,NANCY SCHAEFER,588
FRANKLIN,State Senate,50,Republican,ROBERT CAUDELL,465
FRANKLIN,State Senate,50,Republican,STANLEY DARNELL,147
HABERSHAM,State Senate,50,Republican,NANCY SCHAEFER,2304
HABERSHAM,State Senate,50,Republican,ROBERT CAUDELL,2773
HABERSHAM,State Senate,50,Republican,STANLEY DARNELL,392
HART,State Senate,50,Republican,NANCY SCHAEFER,734
HART,State Senate,50,Republican,ROBERT CAUDELL,390
HART,State Senate,50,Republican,STANLEY DARNELL,166
RABUN,State Senate,50,Republican,NANCY SCHAEFER,367
RABUN,State Senate,50,Republican,ROBERT CAUDELL,181
RABUN,State Senate,50,Republican,STANLEY DARNELL,609
STEPHENS,State Senate,50,Republican,NANCY SCHAEFER,1208
STEPHENS,State Senate,50,Republican,ROBERT CAUDELL,412
STEPHENS,State Senate,50,Republican,STANLEY DARNELL,137
TOWNS,State Senate,50,Republican,NANCY SCHAEFER,804
TOWNS,State Senate,50,Republican,ROBERT CAUDELL,692
TOWNS,State Senate,50,Republican,STANLEY DARNELL,339
WHITE,State Senate,50,Republican,NANCY SCHAEFER,139
WHITE,State Senate,50,Republican,ROBERT CAUDELL,110
WHITE,State Senate,50,Republican,STANLEY DARNELL,22
DAWSON,State Senate,51,Democrat,BOBBY ADAMS,153
FANNIN,State Senate,51,Democrat,BOBBY ADAMS,506
FORSYTH,State Senate,51,Democrat,BOBBY ADAMS,66
GILMER,State Senate,51,Democrat,BOBBY ADAMS,471
LUMPKIN,State Senate,51,Democrat,BOBBY ADAMS,630
PICKENS,State Senate,51,Democrat,BOBBY ADAMS,139
UNION,State Senate,51,Democrat,BOBBY ADAMS,1575
WHITE,State Senate,51,Democrat,BOBBY ADAMS,1010
DAWSON,State Senate,51,Republican,BEN WHITAKER,326
DAWSON,State Senate,51,Republican,EUGENE PEARSON,1813
DAWSON,State Senate,51,Republican,JOHN CALLAHAM,436
FANNIN,State Senate,51,Republican,BEN WHITAKER,1231
FANNIN,State Senate,51,Republican,EUGENE PEARSON,1307
FANNIN,State Senate,51,Republican,JOHN CALLAHAM,459
FORSYTH,State Senate,51,Republican,BEN WHITAKER,126
FORSYTH,State Senate,51,Republican,EUGENE PEARSON,665
FORSYTH,State Senate,51,Republican,JOHN CALLAHAM,189
GILMER,State Senate,51,Republican,BEN WHITAKER,2470
GILMER,State Senate,51,Republican,EUGENE PEARSON,2411
GILMER,State Senate,51,Republican,JOHN CALLAHAM,417
LUMPKIN,State Senate,51,Republican,BEN WHITAKER,844
LUMPKIN,State Senate,51,Republican,EUGENE PEARSON,1956
LUMPKIN,State Senate,51,Republican,JOHN CALLAHAM,581
PICKENS,State Senate,51,Republican,BEN WHITAKER,1678
PICKENS,State Senate,51,Republican,EUGENE PEARSON,2732
PICKENS,State Senate,51,Republican,JOHN CALLAHAM,669
UNION,State Senate,51,Republican,BEN WHITAKER,188
UNION,State Senate,51,Republican,EUGENE PEARSON,741
UNION,State Senate,51,Republican,JOHN CALLAHAM,208
WHITE,State Senate,51,Republican,BEN WHITAKER,226
WHITE,State Senate,51,Republican,EUGENE PEARSON,799
WHITE,State Senate,51,Republican,JOHN CALLAHAM,585
BARTOW,State Senate,52,Democrat,GEORGE PULLEN,322
BARTOW,State Senate,52,Democrat,MARILYN ANDERSON,328
FLOYD,State Senate,52,Democrat,GEORGE PULLEN,4890
FLOYD,State Senate,52,Democrat,MARILYN ANDERSON,2276
GORDON,State Senate,52,Democrat,GEORGE PULLEN,893
GORDON,State Senate,52,Democrat,MARILYN ANDERSON,541
BARTOW,State Senate,52,Republican,PRESTON SMITH,2575
FLOYD,State Senate,52,Republican,PRESTON SMITH,3456
GORDON,State Senate,52,Republican,PRESTON SMITH,1562
CATOOSA,State Senate,53,Republican,JEFF MULLIS,3227
CHATTOOGA,State Senate,53,Republican,JEFF MULLIS,205
DADE,State Senate,53,Republican,JEFF MULLIS,1082
WALKER,State Senate,53,Republican,JEFF MULLIS,2673
CATOOSA,State Senate,54,Republican,DON R. THOMAS,917
GORDON,State Senate,54,Republican,DON R. THOMAS,1143
MURRAY,State Senate,54,Republican,DON R. THOMAS,1245
WHITFIELD,State Senate,54,Republican,DON R. THOMAS,7245
DEKALB,State Senate,55,Democrat,ABDUL ABARA,4606
DEKALB,State Senate,55,Democrat,GLORIA BUTLER,11722
GWINNETT,State Senate,55,Democrat,ABDUL ABARA,600
GWINNETT,State Senate,55,Democrat,GLORIA BUTLER,1250
DEKALB,State Senate,55,Republican,JERRY WYATT,460
DEKALB,State Senate,55,Republican,SUZANNE LANCASTER,487
GWINNETT,State Senate,55,Republican,JERRY WYATT,1427
GWINNETT,State Senate,55,Republican,SUZANNE LANCASTER,1366
FULTON,State Senate,56,Republican,DAN MOODY,10919
